tiempo_s,vd,v,theta,alpha,omegal,omegar,ul,ur,sl,sr
230.600,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
230.700,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
230.800,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
230.900,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.000,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.100,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.200,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.300,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.400,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.500,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.600,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.700,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.800,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
231.900,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
232.000,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
232.100,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
232.200,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
232.300,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
232.400,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
232.500,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
232.600,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
232.700,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
232.800,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
232.900,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
233.000,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
233.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
233.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
234.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
234.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
234.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
234.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
234.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
234.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
234.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
234.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
234.800,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
234.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
235.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
235.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.600,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.800,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
235.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.300,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.400,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.600,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.700,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
236.900,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.000,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,106,71
237.100,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.200,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.500,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.600,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.700,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.800,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
237.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
238.000,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.100,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.200,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.300,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.500,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.700,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.800,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
238.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
239.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
239.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
239.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
239.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
240.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,71
240.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
240.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.300,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,105,70
241.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
241.800,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
241.900,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.000,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
242.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.600,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.700,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.800,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
242.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
243.000,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.300,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.400,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.500,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
243.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
244.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
244.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
244.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,106,69
244.300,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
244.400,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
244.500,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
244.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
244.700,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
244.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
244.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
245.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
245.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
245.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
246.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
246.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
246.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
246.300,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
246.400,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
246.500,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
246.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
246.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
246.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
246.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
247.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,71
247.500,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
247.700,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
247.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
248.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
248.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
248.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
248.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
248.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
248.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
248.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
248.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
248.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
248.900,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
249.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
249.100,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
249.200,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
249.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
249.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
249.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
249.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
249.700,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
249.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
249.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.500,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
250.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
251.000,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
251.100,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
251.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
251.300,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
251.400,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
251.500,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
251.600,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
251.700,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
251.800,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
251.900,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
252.000,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
252.100,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
252.200,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
252.300,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
252.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
252.500,0.0000,0.0000,0.07032,-0.03294,0.0000,0.0000,0.0000,0.0000,107,69
252.600,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
252.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,106,69
252.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
252.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
253.000,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
253.100,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
253.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
253.300,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
253.400,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,108,70
253.500,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
253.600,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
253.700,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
253.800,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
253.900,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.000,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
254.100,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.200,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.300,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.400,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.500,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.600,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
254.700,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
254.800,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
254.900,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
255.000,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
255.100,0.0000,0.0000,0.06564,-0.03294,0.0000,0.0000,0.0000,0.0000,106,70
255.200,0.0000,0.0000,0.06798,-0.03294,0.0000,0.0000,0.0000,0.0000,107,70
255.300,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
255.400,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
255.500,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
255.600,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
255.700,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
255.800,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,70
255.900,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
256.000,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
256.100,0.0000,0.0000,0.06798,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
256.200,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
256.300,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
256.400,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,71
256.500,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,71
256.600,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,72
256.700,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
256.800,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,72
256.900,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
257.000,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,72
257.100,0.0000,0.0000,0.06564,-0.01098,0.0000,0.0000,0.0000,0.0000,107,72
257.200,0.0000,0.0000,0.06564,-0.01098,0.0000,0.0000,0.0000,0.0000,108,72
257.300,0.0000,0.0000,0.06564,-0.01098,0.0000,0.0000,0.0000,0.0000,108,72
257.400,0.0000,0.0000,0.06564,-0.01098,0.0000,0.0000,0.0000,0.0000,108,72
257.500,0.0000,0.0000,0.06564,-0.01098,0.0000,0.0000,0.0000,0.0000,108,73
257.600,0.0000,0.0000,0.06564,-0.01098,0.0000,0.0000,0.0000,0.0000,108,72
257.700,0.0000,0.0000,0.06329,-0.02196,0.0000,0.0000,0.0000,0.0000,107,73
257.800,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
257.900,0.0000,0.0000,0.06329,-0.02196,0.0000,0.0000,0.0000,0.0000,108,73
258.000,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
258.100,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,73
258.200,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
258.300,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
258.400,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
258.500,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,72
258.600,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
258.700,0.0000,0.0000,0.06329,-0.02196,0.0000,0.0000,0.0000,0.0000,107,72
258.800,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,107,72
258.900,0.0000,0.0000,0.06564,-0.02196,0.0000,0.0000,0.0000,0.0000,108,72
