tiempo_s,proto,seq,vd,v,theta,alpha,omegal,omegar,ul,ur,sl_adc,sr_adc,modo_sol
0.000,v2,2972,0.000000,0.000000,0.052074,0.010524,-0.000000,0.000000,0.000000,0.000000,1535,1089,0
0.010,v2,2973,0.000000,0.000000,0.052074,0.008017,-0.000000,0.000000,0.000000,0.000000,1535,1089,0
0.020,v2,2974,0.000000,0.000000,0.058262,0.002326,-0.000000,0.000000,0.000000,0.000000,1554,1055,0
0.030,v2,2975,0.000000,0.000000,0.055810,0.000641,-0.000000,0.000000,0.000000,0.000000,1552,1074,0
0.040,v2,2976,0.000000,0.000000,0.060831,-0.004556,-0.000000,0.000000,0.000000,0.000000,1578,1057,0
0.050,v2,2977,0.000000,0.000000,0.052891,-0.010084,-0.000000,0.000000,0.000000,0.000000,1535,1082,0
0.060,v2,2978,0.000000,0.000000,0.052424,-0.013498,-0.000000,0.000000,0.000000,0.000000,1535,1086,0
0.070,v2,2979,0.000000,0.000000,0.052541,-0.015545,-0.000000,0.000000,0.000000,0.000000,1535,1085,0
0.080,v2,2980,0.000000,0.000000,0.052424,-0.018027,-0.000000,0.000000,0.000000,0.000000,1535,1086,0
0.090,v2,2981,0.000000,0.000000,0.057795,-0.019992,-0.000000,0.000000,0.000000,0.000000,1567,1072,0
0.100,v2,2982,0.000000,0.000000,0.059780,-0.024217,-0.000000,0.000000,0.000000,0.000000,1568,1056,0
0.110,v2,2983,0.000000,0.000000,0.053592,-0.024884,-0.000000,0.000000,0.000000,0.000000,1556,1097,0
0.120,v2,2984,0.000000,0.000000,0.057679,-0.025918,-0.000000,0.000000,0.000000,0.000000,1566,1072,0
0.130,v2,2985,0.000000,0.000000,0.058146,-0.024623,-0.000000,0.000000,0.000000,0.000000,1558,1060,0
0.140,v2,2986,0.000000,0.000000,0.053242,-0.021348,-0.000000,0.000000,0.000000,0.000000,1535,1079,0
0.150,v2,2987,0.000000,0.000000,0.055227,-0.018201,-0.000000,0.000000,0.000000,0.000000,1566,1093,0
0.160,v2,2988,0.000000,0.000000,0.055343,-0.018822,-0.000000,0.000000,0.000000,0.000000,1535,1061,0
0.170,v2,2989,0.000000,0.000000,0.056978,-0.013643,-0.000000,0.000000,0.000000,0.000000,1570,1082,0
0.180,v2,2990,0.000000,0.000000,0.057679,-0.011995,-0.000000,0.000000,0.000000,0.000000,1567,1073,0
0.190,v2,2991,0.000000,0.000000,0.059196,-0.011654,-0.000000,0.000000,0.000000,0.000000,1578,1071,0
0.200,v2,2992,0.000000,0.000000,0.056511,-0.012969,-0.000000,0.000000,0.000000,0.000000,1570,1086,0
0.210,v2,2993,0.000000,0.000000,0.053942,-0.011772,-0.000000,0.000000,0.000000,0.000000,1552,1090,0
0.220,v2,2994,0.000000,0.000000,0.055460,-0.014057,-0.000000,0.000000,0.000000,0.000000,1565,1090,0
0.230,v2,2995,0.000000,0.000000,0.056277,-0.015519,-0.000000,0.000000,0.000000,0.000000,1581,1099,0
0.240,v2,2996,0.000000,0.000000,0.053942,-0.015832,-0.000000,0.000000,0.000000,0.000000,1563,1101,0
0.250,v2,2997,0.000000,0.000000,0.058496,-0.017824,-0.000000,0.000000,0.000000,0.000000,1574,1073,0
0.260,v2,2998,0.000000,0.000000,0.054059,-0.020976,-0.000000,0.000000,0.000000,0.000000,1567,1104,0
0.270,v2,2999,0.000000,0.000000,0.054293,-0.026043,-0.000000,0.000000,0.000000,0.000000,1559,1094,0
0.280,v2,3000,0.000000,0.000000,0.054526,-0.027991,-0.000000,0.000000,0.000000,0.000000,1571,1104,0
0.290,v2,3001,0.000000,0.000000,0.053242,-0.031066,-0.000000,0.000000,0.000000,0.000000,1554,1098,0
0.300,v2,3002,0.000000,0.000000,0.056044,-0.034702,-0.000000,0.000000,0.000000,0.000000,1584,1104,0
0.310,v2,3003,0.000000,0.000000,0.057912,-0.034611,-0.000000,0.000000,0.000000,0.000000,1578,1082,0
0.320,v2,3004,0.000000,0.000000,0.053942,-0.033186,-0.000000,0.000000,0.000000,0.000000,1573,1111,0
0.330,v2,3005,0.000000,0.000000,0.059080,-0.030316,-0.000000,0.000000,0.000000,0.000000,1578,1072,0
0.340,v2,3006,0.000000,0.000000,0.055810,-0.027584,-0.000000,0.000000,0.000000,0.000000,1566,1088,0
0.350,v2,3007,0.000000,0.000000,0.057328,-0.024714,-0.000000,0.000000,0.000000,0.000000,1579,1088,0
0.360,v2,3008,0.000000,0.000000,0.056861,-0.022001,-0.000000,0.000000,0.000000,0.000000,1579,1092,0
0.370,v2,3009,0.000000,0.000000,0.056745,-0.018943,-0.000000,0.000000,0.000000,0.000000,1575,1089,0
0.380,v2,3010,0.000000,0.000000,0.058613,-0.018268,-0.000000,0.000000,0.000000,0.000000,1575,1073,0
0.390,v2,3011,0.000000,0.000000,0.055227,-0.016789,-0.000000,0.000000,0.000000,0.000000,1559,1086,0
0.400,v2,3012,0.000000,0.000000,0.051841,-0.013533,-0.000000,0.000000,0.000000,0.000000,1535,1091,0
0.410,v2,3013,0.000000,0.000000,0.057679,-0.012322,-0.000000,0.000000,0.000000,0.000000,1582,1088,0
0.420,v2,3014,0.000000,0.000000,0.054176,-0.015974,-0.000000,0.000000,0.000000,0.000000,1553,1089,0
0.430,v2,3015,0.000000,0.000000,0.058496,-0.016188,-0.000000,0.000000,0.000000,0.000000,1582,1081,0
0.440,v2,3016,0.000000,0.000000,0.056277,-0.017917,-0.000000,0.000000,0.000000,0.000000,1566,1084,0
0.450,v2,3017,0.000000,0.000000,0.056277,-0.020031,-0.000000,0.000000,0.000000,0.000000,1572,1090,0
0.460,v2,3018,0.000000,0.000000,0.056044,-0.019718,-0.000000,0.000000,0.000000,0.000000,1575,1095,0
0.470,v2,3019,0.000000,0.000000,0.050323,-0.022265,-0.000000,0.000000,0.000000,0.000000,1535,1104,0
0.480,v2,3020,0.000000,0.000000,0.053592,-0.024975,-0.000000,0.000000,0.000000,0.000000,1562,1103,0
0.490,v2,3021,0.000000,0.000000,0.053008,-0.031172,-0.000000,0.000000,0.000000,0.000000,1573,1119,0
0.500,v2,3022,0.000000,0.000000,0.055227,-0.035258,-0.000000,0.000000,0.000000,0.000000,1567,1094,0
0.510,v2,3023,0.000000,0.000000,0.058963,-0.037870,-0.000000,0.000000,0.000000,0.000000,1583,1078,0
0.520,v2,3024,0.000000,0.000000,0.054760,-0.037611,-0.000000,0.000000,0.000000,0.000000,1582,1113,0
0.530,v2,3025,0.000000,0.000000,0.058029,-0.038734,-0.000000,0.000000,0.000000,0.000000,1584,1087,0
0.540,v2,3026,0.000000,0.000000,0.054526,-0.038289,-0.000000,0.000000,0.000000,0.000000,1583,1116,0
0.550,v2,3027,0.000000,0.000000,0.053125,-0.038064,-0.000000,0.000000,0.000000,0.000000,1565,1110,0
0.560,v2,3028,0.000000,0.000000,0.058029,-0.038816,-0.000000,0.000000,0.000000,0.000000,1584,1087,0
0.570,v2,3029,0.000000,0.000000,0.054293,-0.038263,-0.000000,0.000000,0.000000,0.000000,1575,1110,0
0.580,v2,3030,0.000000,0.000000,0.058146,-0.039098,-0.000000,0.000000,0.000000,0.000000,1586,1088,0
0.590,v2,3031,0.000000,0.000000,0.056277,-0.037588,-0.000000,0.000000,0.000000,0.000000,1596,1114,0
0.600,v2,3032,0.000000,0.000000,0.057095,-0.036151,-0.000000,0.000000,0.000000,0.000000,1584,1095,0
0.610,v2,3033,0.000000,0.000000,0.057912,-0.034122,-0.000000,0.000000,0.000000,0.000000,1581,1085,0
0.620,v2,3034,0.000000,0.000000,0.052541,-0.033557,-0.000000,0.000000,0.000000,0.000000,1571,1121,0
0.630,v2,3035,0.000000,0.000000,0.058729,-0.034971,-0.000000,0.000000,0.000000,0.000000,1591,1088,0
0.640,v2,3036,0.000000,0.000000,0.057328,-0.033641,-0.000000,0.000000,0.000000,0.000000,1586,1095,0
0.650,v2,3037,0.000000,0.000000,0.055110,-0.032890,-0.000000,0.000000,0.000000,0.000000,1570,1098,0
0.660,v2,3038,0.000000,0.000000,0.052191,-0.032577,-0.000000,0.000000,0.000000,0.000000,1564,1117,0
0.670,v2,3039,0.000000,0.000000,0.052891,-0.032655,-0.000000,0.000000,0.000000,0.000000,1558,1105,0
0.680,v2,3040,0.000000,0.000000,0.056277,-0.034003,-0.000000,0.000000,0.000000,0.000000,1584,1102,0
0.690,v2,3041,0.000000,0.000000,0.055694,-0.036083,-0.000000,0.000000,0.000000,0.000000,1582,1105,0
0.700,v2,3042,0.000000,0.000000,0.056511,-0.037135,-0.000000,0.000000,0.000000,0.000000,1571,1087,0
0.710,v2,3043,0.000000,0.000000,0.057095,-0.039171,-0.000000,0.000000,0.000000,0.000000,1578,1089,0
0.720,v2,3044,0.000000,0.000000,0.058029,-0.035794,-0.000000,0.000000,0.000000,0.000000,1582,1085,0
0.730,v2,3045,0.000000,0.000000,0.056044,-0.032541,-0.000000,0.000000,0.000000,0.000000,1584,1104,0
0.740,v2,3046,0.000000,0.000000,0.056978,-0.031176,-0.000000,0.000000,0.000000,0.000000,1582,1094,0
0.750,v2,3047,0.000000,0.000000,0.056628,-0.027506,-0.000000,0.000000,0.000000,0.000000,1566,1081,0
0.760,v2,3048,0.000000,0.000000,0.059196,-0.026261,-0.000000,0.000000,0.000000,0.000000,1584,1077,0
0.770,v2,3049,0.000000,0.000000,0.049155,-0.023998,-0.000000,0.000000,0.000000,0.000000,1535,1114,0
0.780,v2,3050,0.000000,0.000000,0.054993,-0.023268,-0.000000,0.000000,0.000000,0.000000,1566,1095,0
0.790,v2,3051,0.000000,0.000000,0.054643,-0.021518,-0.000000,0.000000,0.000000,0.000000,1556,1088,0
0.800,v2,3052,0.000000,0.000000,0.052541,-0.017459,-0.000000,0.000000,0.000000,0.000000,1561,1111,0
0.810,v2,3053,0.000000,0.000000,0.056277,-0.014975,-0.000000,0.000000,0.000000,0.000000,1585,1103,0
0.820,v2,3054,0.000000,0.000000,0.056394,-0.010775,-0.000000,0.000000,0.000000,0.000000,1578,1095,0
0.830,v2,3055,0.000000,0.000000,0.053826,-0.007714,-0.000000,0.000000,0.000000,0.000000,1555,1094,0
0.840,v2,3056,0.000000,0.000000,0.055227,-0.007924,-0.000000,0.000000,0.000000,0.000000,1557,1084,0
0.850,v2,3057,0.000000,0.000000,0.056044,-0.007779,-0.000000,0.000000,0.000000,0.000000,1557,1077,0
0.860,v2,3058,0.000000,0.000000,0.052424,-0.009491,-0.000000,0.000000,0.000000,0.000000,1560,1111,0
0.870,v2,3059,0.000000,0.000000,0.053125,-0.012500,-0.000000,0.000000,0.000000,0.000000,1559,1104,0
0.880,v2,3060,0.000000,0.000000,0.055810,-0.012199,-0.000000,0.000000,0.000000,0.000000,1559,1081,0
0.890,v2,3061,0.000000,0.000000,0.054059,-0.013400,-0.000000,0.000000,0.000000,0.000000,1535,1072,0
0.900,v2,3062,0.000000,0.000000,0.053942,-0.009129,-0.000000,0.000000,0.000000,0.000000,1566,1104,0
0.910,v2,3063,0.000000,0.000000,0.054526,0.000407,-0.000000,0.000000,0.000000,0.000000,1558,1091,0
0.920,v2,3064,0.000000,0.000000,0.056161,0.020234,-0.000000,0.000000,0.000000,0.000000,1585,1104,0
0.930,v2,3065,0.000000,0.000000,0.054760,0.044959,-0.000000,0.000000,0.000000,0.000000,1572,1103,0
0.940,v2,3066,0.000000,0.000000,0.055810,0.061184,-0.000000,0.000000,0.000000,0.000000,1584,1106,0
0.950,v2,3067,0.000000,0.000000,0.046937,0.066178,-0.000000,0.000000,0.000000,0.000000,1535,1133,0
0.960,v2,3068,0.000000,0.000000,0.054526,0.068452,-0.000000,0.000000,0.000000,0.000000,1582,1115,0
0.970,v2,3069,0.000000,0.000000,0.054176,0.070285,-0.000000,0.000000,0.000000,0.000000,1584,1120,0
0.980,v2,3070,0.000000,0.000000,0.053008,0.063961,-0.000000,0.000000,0.000000,0.000000,1590,1136,0
0.990,v2,3071,0.000000,0.000000,0.049622,0.055753,-0.000000,0.000000,0.000000,0.000000,1588,1163,0
1.000,v2,3072,0.000000,0.000000,0.051841,0.053395,-0.000000,0.000000,0.000000,0.000000,1614,1170,0
1.010,v2,3073,0.000000,0.000000,0.047988,0.052555,-0.000000,0.000000,0.000000,0.000000,1599,1188,0
1.020,v2,3074,0.000000,0.000000,0.050089,0.055305,-0.000000,0.000000,0.000000,0.000000,1618,1189,0
1.030,v2,3075,0.000000,0.000000,0.049622,0.071909,-0.000000,0.000000,0.000000,0.000000,1634,1209,0
1.040,v2,3076,0.000000,0.000000,0.044602,0.029161,-0.000000,0.000000,0.000000,0.000000,1646,1264,0
1.050,v2,3077,0.000000,0.000000,0.044602,0.030638,-0.000000,0.000000,0.000000,0.000000,1640,1258,0
1.060,v2,3078,0.000000,0.000000,0.041799,0.001750,-0.000000,0.000000,0.000000,0.000000,1647,1289,0
1.070,v2,3079,0.000000,0.000000,0.041449,-0.021955,-0.000000,0.000000,0.000000,0.000000,1664,1309,0
1.080,v2,3080,0.000000,0.000000,0.038063,-0.059057,-0.000000,0.000000,0.000000,0.000000,1666,1340,0
1.090,v2,3081,0.000000,0.000000,0.036312,-0.082929,-0.000000,0.000000,0.000000,0.000000,1671,1360,0
1.100,v2,3082,0.000000,0.000000,0.031408,-0.115562,-0.000000,0.000000,0.000000,0.000000,1680,1411,0
1.110,v2,3083,0.000000,0.000000,0.031875,-0.142947,-0.000000,0.000000,0.000000,0.000000,1700,1427,0
1.120,v2,3084,0.000000,0.000000,0.021133,-0.172267,-0.000000,0.000000,0.000000,0.000000,1681,1500,0
1.130,v2,3085,0.000000,0.000000,0.019966,-0.199789,-0.000000,0.000000,0.000000,0.000000,1686,1515,0
1.140,v2,3086,0.000000,0.000000,0.022885,-0.231363,-0.000000,0.000000,0.000000,0.000000,1717,1521,0
1.150,v2,3087,0.000000,0.000000,0.017630,-0.286705,-0.000000,0.000000,0.000000,0.000000,1718,1567,0
1.160,v2,3088,0.000000,0.000000,0.015762,-0.309800,-0.000000,0.000000,0.000000,0.000000,1733,1598,0
1.170,v2,3089,0.000000,0.000000,0.015412,-0.327604,-0.000000,0.000000,0.000000,0.000000,1734,1602,0
1.180,v2,3090,0.000000,0.000000,0.014361,-0.343453,-0.000000,0.000000,0.000000,0.000000,1750,1627,0
1.190,v2,3091,0.000000,0.000000,0.011909,-0.335921,-0.000000,0.000000,0.000000,0.000000,1750,1648,0
1.200,v2,3092,0.000000,0.000000,0.008990,-0.334607,-0.000000,0.000000,0.000000,0.000000,1770,1693,0
1.210,v2,3093,0.000000,0.000000,0.008290,-0.341575,-0.000000,0.000000,0.000000,0.000000,1758,1687,0
1.220,v2,3094,0.000000,0.000000,0.010508,-0.344089,-0.000000,0.000000,0.000000,0.000000,1776,1686,0
1.230,v2,3095,0.000000,0.000000,0.007823,-0.347753,-0.000000,0.000000,0.000000,0.000000,1775,1708,0
1.240,v2,3096,0.000000,0.000000,0.007940,-0.348023,-0.000000,0.000000,0.000000,0.000000,1769,1701,0
1.250,v2,3097,0.000000,0.000000,0.009107,-0.344121,-0.000000,0.000000,0.000000,0.000000,1792,1714,0
1.260,v2,3098,0.000000,0.000000,0.009107,-0.339555,-0.000000,0.000000,0.000000,0.000000,1807,1729,0
1.270,v2,3099,0.000000,0.000000,0.008990,-0.338388,-0.000000,0.000000,0.000000,0.000000,1808,1731,0
1.280,v2,3100,0.000000,0.000000,0.007473,-0.339963,-0.000000,0.000000,0.000000,0.000000,1808,1744,0
1.290,v2,3101,0.000000,0.000000,0.003970,-0.339356,-0.000000,0.000000,0.000000,0.000000,1787,1753,0
1.300,v2,3102,0.000000,0.000000,0.001401,-0.341569,-0.000000,0.000000,0.000000,0.000000,1798,1786,0
1.310,v2,3103,0.000000,0.000000,0.003620,-0.348614,-0.000000,0.000000,0.000000,0.000000,1798,1767,0
1.320,v2,3104,0.000000,0.000000,0.003853,-0.359784,-0.000000,0.000000,0.000000,0.000000,1806,1773,0
1.330,v2,3105,0.000000,0.000000,0.001635,-0.378028,-0.000000,0.000000,0.000000,0.000000,1797,1783,0
1.340,v2,3106,0.000000,0.000000,0.002335,-0.408320,-0.000000,0.000000,0.000000,0.000000,1807,1787,0
1.350,v2,3107,0.000000,0.000000,0.005371,-0.440014,-0.000000,0.000000,0.000000,0.000000,1826,1780,0
1.360,v2,3108,0.000000,0.000000,0.003152,-0.473609,-0.000000,0.000000,0.000000,0.000000,1819,1792,0
1.370,v2,3109,0.000000,0.000000,0.002685,-0.504746,-0.000000,0.000000,0.000000,0.000000,1826,1803,0
1.380,v2,3110,0.000000,0.000000,0.001635,-0.533362,-0.000000,0.000000,0.000000,0.000000,1808,1794,0
1.390,v2,3111,0.000000,0.000000,0.005254,-0.559135,-0.000000,0.000000,0.000000,0.000000,1817,1772,0
1.400,v2,3112,0.000000,0.000000,-0.001284,-0.568608,-0.000000,0.000000,0.000000,0.000000,1792,1803,0
1.410,v2,3113,0.000000,0.000000,0.003736,-0.565957,-0.000000,0.000000,0.000000,0.000000,1808,1776,0
1.420,v2,3114,0.000000,0.000000,0.005371,-0.562808,-0.000000,0.000000,0.000000,0.000000,1797,1751,0
1.430,v2,3115,0.000000,0.000000,0.007122,-0.551626,-0.000000,0.000000,0.000000,0.000000,1808,1747,0
1.440,v2,3116,0.000000,0.000000,0.004203,-0.547785,-0.000000,0.000000,0.000000,0.000000,1771,1735,0
1.450,v2,3117,0.000000,0.000000,0.010158,-0.538216,-0.000000,0.000000,0.000000,0.000000,1776,1689,0
1.460,v2,3118,0.000000,0.000000,0.012493,-0.518615,-0.000000,0.000000,0.000000,0.000000,1755,1648,0
1.470,v2,3119,0.000000,0.000000,0.012610,-0.493338,-0.000000,0.000000,0.000000,0.000000,1723,1615,0
1.480,v2,3120,0.000000,0.000000,0.017280,-0.464174,-0.000000,0.000000,0.000000,0.000000,1722,1574,0
1.490,v2,3121,0.000000,0.000000,0.019615,-0.433165,-0.000000,0.000000,0.000000,0.000000,1703,1535,0
1.500,v2,3122,0.000000,0.000000,0.024286,-0.401540,-0.000000,0.000000,0.000000,0.000000,1694,1486,0
1.510,v2,3123,0.000000,0.000000,0.031525,-0.369991,-0.000000,0.000000,0.000000,0.000000,1697,1427,0
1.520,v2,3124,0.000000,0.000000,0.034677,-0.341877,-0.000000,0.000000,0.000000,0.000000,1664,1367,0
1.530,v2,3125,0.000000,0.000000,0.036545,-0.309929,-0.000000,0.000000,0.000000,0.000000,1650,1337,0
1.540,v2,3126,0.000000,0.000000,0.040515,-0.275090,-0.000000,0.000000,0.000000,0.000000,1664,1317,0
1.550,v2,3127,0.000000,0.000000,0.042850,-0.238894,-0.000000,0.000000,0.000000,0.000000,1614,1247,0
1.560,v2,3128,0.000000,0.000000,0.048338,-0.203614,-0.000000,0.000000,0.000000,0.000000,1636,1222,0
1.570,v2,3129,0.000000,0.000000,0.052775,-0.166296,-0.000000,0.000000,0.000000,0.000000,1613,1161,0
1.580,v2,3130,0.000000,0.000000,0.053008,-0.130203,-0.000000,0.000000,0.000000,0.000000,1590,1136,0
1.590,v2,3131,0.000000,0.000000,0.057562,-0.093855,-0.000000,0.000000,0.000000,0.000000,1584,1091,0
1.600,v2,3132,0.000000,0.000000,0.055227,-0.057869,-0.000000,0.000000,0.000000,0.000000,1568,1095,0
1.610,v2,3133,0.000000,0.000000,0.056044,-0.020030,-0.000000,0.000000,0.000000,0.000000,1555,1075,0
1.620,v2,3134,0.000000,0.000000,0.055110,0.017401,-0.000000,0.000000,0.000000,0.000000,1526,1054,0
1.630,v2,3135,0.000000,0.000000,0.053125,0.072426,-0.000000,0.000000,0.000000,0.000000,1520,1065,0
1.640,v2,3136,0.000000,0.000000,0.057795,0.090508,-0.000000,0.000000,0.000000,0.000000,1535,1040,0
1.650,v2,3137,0.000000,0.000000,0.067136,0.098801,-0.000000,0.000000,0.000000,0.000000,1568,993,0
1.660,v2,3138,0.000000,0.000000,0.066319,0.105921,-0.000000,0.000000,0.000000,0.000000,1535,967,0
1.670,v2,3139,0.000000,0.000000,0.068420,0.121785,-0.000000,0.000000,0.000000,0.000000,1530,944,0
1.680,v2,3140,0.000000,0.000000,0.069004,0.133931,-0.000000,0.000000,0.000000,0.000000,1535,944,0
1.690,v2,3141,0.000000,0.000000,0.074842,0.142078,-0.000000,0.000000,0.000000,0.000000,1559,918,0
1.700,v2,3142,0.000000,0.000000,0.074375,0.153891,-0.000000,0.000000,0.000000,0.000000,1535,898,0
1.710,v2,3143,0.000000,0.000000,0.074258,0.161636,-0.000000,0.000000,0.000000,0.000000,1511,875,0
1.720,v2,3144,0.000000,0.000000,0.076827,0.163913,-0.000000,0.000000,0.000000,0.000000,1523,865,0
1.730,v2,3145,0.000000,0.000000,0.077177,0.170782,-0.000000,0.000000,0.000000,0.000000,1509,848,0
1.740,v2,3146,0.000000,0.000000,0.076593,0.175796,-0.000000,0.000000,0.000000,0.000000,1488,832,0
1.750,v2,3147,0.000000,0.000000,0.080913,0.176721,-0.000000,0.000000,0.000000,0.000000,1514,821,0
1.760,v2,3148,0.000000,0.000000,0.079512,0.189556,-0.000000,0.000000,0.000000,0.000000,1498,817,0
1.770,v2,3149,0.000000,0.000000,0.083249,0.203419,-0.000000,0.000000,0.000000,0.000000,1507,794,0
1.780,v2,3150,0.000000,0.000000,0.084766,0.219990,-0.000000,0.000000,0.000000,0.000000,1510,784,0
1.790,v2,3151,0.000000,0.000000,0.083015,0.221580,-0.000000,0.000000,0.000000,0.000000,1495,784,0
1.800,v2,3152,0.000000,0.000000,0.085117,0.214760,-0.000000,0.000000,0.000000,0.000000,1489,760,0
1.810,v2,3153,0.000000,0.000000,0.085350,0.217892,-0.000000,0.000000,0.000000,0.000000,1502,771,0
1.820,v2,3154,0.000000,0.000000,0.082198,0.221772,-0.000000,0.000000,0.000000,0.000000,1482,778,0
1.830,v2,3155,0.000000,0.000000,0.082548,0.221853,-0.000000,0.000000,0.000000,0.000000,1485,778,0
1.840,v2,3156,0.000000,0.000000,0.084416,0.220871,-0.000000,0.000000,0.000000,0.000000,1491,768,0
1.850,v2,3157,0.000000,0.000000,0.085234,0.221359,-0.000000,0.000000,0.000000,0.000000,1486,756,0
1.860,v2,3158,0.000000,0.000000,0.083716,0.227958,-0.000000,0.000000,0.000000,0.000000,1483,766,0
1.870,v2,3159,0.000000,0.000000,0.085117,0.240266,-0.000000,0.000000,0.000000,0.000000,1477,748,0
1.880,v2,3160,0.000000,0.000000,0.084766,0.249768,-0.000000,0.000000,0.000000,0.000000,1476,750,0
1.890,v2,3161,0.000000,0.000000,0.089554,0.264528,-0.000000,0.000000,0.000000,0.000000,1502,735,0
1.900,v2,3162,0.000000,0.000000,0.086401,0.275662,-0.000000,0.000000,0.000000,0.000000,1481,741,0
1.910,v2,3163,0.000000,0.000000,0.090254,0.285942,-0.000000,0.000000,0.000000,0.000000,1506,733,0
1.920,v2,3164,0.000000,0.000000,0.091188,0.297007,-0.000000,0.000000,0.000000,0.000000,1502,721,0
1.930,v2,3165,0.000000,0.000000,0.090137,0.304076,-0.000000,0.000000,0.000000,0.000000,1495,723,0
1.940,v2,3166,0.000000,0.000000,0.092473,0.310655,-0.000000,0.000000,0.000000,0.000000,1514,722,0
1.950,v2,3167,0.000000,0.000000,0.094457,0.318702,-0.000000,0.000000,0.000000,0.000000,1529,720,0
1.960,v2,3168,0.000000,0.000000,0.090254,0.329873,-0.000000,0.000000,0.000000,0.000000,1493,720,0
1.970,v2,3169,0.000000,0.000000,0.093640,0.339091,-0.000000,0.000000,0.000000,0.000000,1508,706,0
1.980,v2,3170,0.000000,0.000000,0.090254,0.352457,-0.000000,0.000000,0.000000,0.000000,1493,720,0
1.990,v2,3171,0.000000,0.000000,0.090604,0.365519,-0.000000,0.000000,0.000000,0.000000,1511,735,0
2.000,v2,3172,0.000000,0.000000,0.095742,0.374176,-0.000000,0.000000,0.000000,0.000000,1535,715,0
2.010,v2,3173,0.000000,0.000000,0.093757,0.384747,-0.000000,0.000000,0.000000,0.000000,1514,711,0
2.020,v2,3174,0.000000,0.000000,0.096209,0.394438,-0.000000,0.000000,0.000000,0.000000,1532,708,0
2.030,v2,3175,0.000000,0.000000,0.095742,0.404441,-0.000000,0.000000,0.000000,0.000000,1535,715,0
2.040,v2,3176,0.000000,0.000000,0.097260,0.410412,-0.000000,0.000000,0.000000,0.000000,1535,702,0
2.050,v2,3177,0.000000,0.000000,0.100179,0.421153,-0.000000,0.000000,0.000000,0.000000,1535,677,0
2.060,v2,3178,0.000000,0.000000,0.097843,0.429298,-0.000000,0.000000,0.000000,0.000000,1530,692,0
2.070,v2,3179,0.000000,0.000000,0.094691,0.440180,-0.000000,0.000000,0.000000,0.000000,1522,711,0
2.080,v2,3180,0.000000,0.000000,0.098310,0.450340,-0.000000,0.000000,0.000000,0.000000,1515,673,0
2.090,v2,3181,0.000000,0.000000,0.098894,0.457610,-0.000000,0.000000,0.000000,0.000000,1535,688,0
2.100,v2,3182,0.000000,0.000000,0.098427,0.462290,-0.000000,0.000000,0.000000,0.000000,1520,677,0
2.110,v2,3183,0.000000,0.000000,0.097260,0.469975,-0.000000,0.000000,0.000000,0.000000,1535,702,0
2.120,v2,3184,0.000000,0.000000,0.097960,0.476873,-0.000000,0.000000,0.000000,0.000000,1520,681,0
2.130,v2,3185,0.000000,0.000000,0.102514,0.484299,-0.000000,0.000000,0.000000,0.000000,1535,657,0
2.140,v2,3186,0.000000,0.000000,0.100179,0.499713,-0.000000,0.000000,0.000000,0.000000,1535,677,0
2.150,v2,3187,0.000000,0.000000,0.100762,0.508881,-0.000000,0.000000,0.000000,0.000000,1535,672,0
2.160,v2,3189,0.000000,0.000000,0.104032,0.519519,-0.000000,0.000000,0.000000,0.000000,1564,673,0
2.170,v2,3190,0.000000,0.000000,0.097376,0.521248,-0.000000,0.000000,0.000000,0.000000,1534,700,0
2.180,v2,3191,0.000000,0.000000,0.100412,0.527426,-0.000000,0.000000,0.000000,0.000000,1535,675,0
2.190,v2,3192,0.000000,0.000000,0.104382,0.532374,-0.000000,0.000000,0.000000,0.000000,1563,669,0
2.200,v2,3193,0.000000,0.000000,0.097610,0.536267,-0.000000,0.000000,0.000000,0.000000,1535,699,0
2.210,v2,3194,0.000000,0.000000,0.100529,0.541289,-0.000000,0.000000,0.000000,0.000000,1535,674,0
2.220,v2,3195,0.000000,0.000000,0.101813,0.542311,-0.000000,0.000000,0.000000,0.000000,1554,682,0
2.230,v2,3196,0.000000,0.000000,0.099595,0.544211,-0.000000,0.000000,0.000000,0.000000,1535,682,0
2.240,v2,3197,0.000000,0.000000,0.098194,0.548393,-0.000000,0.000000,0.000000,0.000000,1527,686,0
2.250,v2,3198,0.000000,0.000000,0.098661,0.529423,-0.000000,0.000000,0.000000,0.000000,1535,690,0
2.260,v2,3199,0.000000,0.000000,0.104265,0.486700,-0.000000,0.000000,0.000000,0.000000,1568,675,0
2.270,v2,3200,0.000000,0.000000,0.100529,0.500849,-0.000000,0.000000,0.000000,0.000000,1535,674,0
2.280,v2,3201,0.000000,0.000000,0.103681,0.529442,-0.000000,0.000000,0.000000,0.000000,1567,679,0
2.290,v2,3202,0.000000,0.000000,0.106367,0.547457,-0.000000,0.000000,0.000000,0.000000,1573,662,0
2.300,v2,3203,0.000000,0.000000,0.103214,0.573928,-0.000000,0.000000,0.000000,0.000000,1535,651,0
2.310,v2,3204,0.000000,0.000000,0.105199,0.586736,-0.000000,0.000000,0.000000,0.000000,1562,661,0
2.320,v2,3205,0.000000,0.000000,0.102630,0.595651,-0.000000,0.000000,0.000000,0.000000,1535,656,0
2.330,v2,3206,0.000000,0.000000,0.102981,0.606345,-0.000000,0.000000,0.000000,0.000000,1567,685,0
2.340,v2,3207,0.000000,0.000000,0.102514,0.613211,-0.000000,0.000000,0.000000,0.000000,1535,657,0
