tiempo_s,proto,seq,vd,v,theta,alpha,omegal,omegar,ul,ur,sl_adc,sr_adc,modo_sol
5.490,v2,3522,0.000000,0.000000,0.096559,0.655613,-0.000000,0.000000,0.000000,0.000000,1520,693,0
5.500,v2,3523,0.000000,0.000000,0.099478,0.664352,-0.000000,0.000000,0.000000,0.000000,1535,683,0
5.510,v2,3524,0.000000,0.000000,0.100646,0.669428,-0.000000,0.000000,0.000000,0.000000,1535,673,0
5.520,v2,3525,0.000000,0.000000,0.097727,0.665765,-0.000000,0.000000,0.000000,0.000000,1515,678,0
5.530,v2,3526,0.000000,0.000000,0.098194,0.657653,-0.000000,0.000000,0.000000,0.000000,1531,690,0
5.540,v2,3527,0.000000,0.000000,0.092589,0.648746,-0.000000,0.000000,0.000000,0.000000,1514,721,0
5.550,v2,3528,0.000000,0.000000,0.095975,0.638032,-0.000000,0.000000,0.000000,0.000000,1527,705,0
5.560,v2,3529,0.000000,0.000000,0.094691,0.625439,-0.000000,0.000000,0.000000,0.000000,1516,705,0
5.570,v2,3530,0.000000,0.000000,0.094224,0.610490,-0.000000,0.000000,0.000000,0.000000,1499,692,0
5.580,v2,3531,0.000000,0.000000,0.093874,0.590340,-0.000000,0.000000,0.000000,0.000000,1502,698,0
5.590,v2,3532,0.000000,0.000000,0.093990,0.557809,-0.000000,0.000000,0.000000,0.000000,1493,688,0
5.600,v2,3533,0.000000,0.000000,0.094224,0.521815,-0.000000,0.000000,0.000000,0.000000,1498,691,0
5.610,v2,3534,0.000000,0.000000,0.091305,0.486361,-0.000000,0.000000,0.000000,0.000000,1507,725,0
5.620,v2,3535,0.000000,0.000000,0.088386,0.448809,-0.000000,0.000000,0.000000,0.000000,1477,720,0
5.630,v2,3536,0.000000,0.000000,0.086284,0.415026,-0.000000,0.000000,0.000000,0.000000,1472,733,0
5.640,v2,3537,0.000000,0.000000,0.085234,0.386479,-0.000000,0.000000,0.000000,0.000000,1477,747,0
5.650,v2,3538,0.000000,0.000000,0.086518,0.359573,-0.000000,0.000000,0.000000,0.000000,1493,752,0
5.660,v2,3539,0.000000,0.000000,0.085117,0.337750,-0.000000,0.000000,0.000000,0.000000,1480,751,0
5.670,v2,3540,0.000000,0.000000,0.085934,0.322033,-0.000000,0.000000,0.000000,0.000000,1495,759,0
5.680,v2,3541,0.000000,0.000000,0.085350,0.304812,-0.000000,0.000000,0.000000,0.000000,1522,791,0
5.690,v2,3542,0.000000,0.000000,0.082198,0.289649,-0.000000,0.000000,0.000000,0.000000,1506,802,0
5.700,v2,3543,0.000000,0.000000,0.075543,0.267527,-0.000000,0.000000,0.000000,0.000000,1505,858,0
5.710,v2,3544,0.000000,0.000000,0.074609,0.244553,-0.000000,0.000000,0.000000,0.000000,1535,896,0
5.720,v2,3545,0.000000,0.000000,0.071573,0.221622,-0.000000,0.000000,0.000000,0.000000,1527,914,0
5.730,v2,3546,0.000000,0.000000,0.067603,0.198186,-0.000000,0.000000,0.000000,0.000000,1520,941,0
5.740,v2,3547,0.000000,0.000000,0.066202,0.177829,-0.000000,0.000000,0.000000,0.000000,1522,955,0
5.750,v2,3548,0.000000,0.000000,0.063750,0.152887,-0.000000,0.000000,0.000000,0.000000,1522,976,0
5.760,v2,3549,0.000000,0.000000,0.060014,0.131487,-0.000000,0.000000,0.000000,0.000000,1517,1003,0
5.770,v2,3550,0.000000,0.000000,0.054993,0.112243,-0.000000,0.000000,0.000000,0.000000,1518,1047,0
5.780,v2,3551,0.000000,0.000000,0.057328,0.097864,-0.000000,0.000000,0.000000,0.000000,1535,1044,0
5.790,v2,3552,0.000000,0.000000,0.055694,0.082988,-0.000000,0.000000,0.000000,0.000000,1572,1095,0
5.800,v2,3553,0.000000,0.000000,0.052191,0.068739,-0.000000,0.000000,0.000000,0.000000,1557,1110,0
5.810,v2,3554,0.000000,0.000000,0.049622,0.054503,-0.000000,0.000000,0.000000,0.000000,1577,1152,0
5.820,v2,3555,0.000000,0.000000,0.052074,0.036709,-0.000000,0.000000,0.000000,0.000000,1629,1183,0
5.830,v2,3556,0.000000,0.000000,0.047754,0.017284,-0.000000,0.000000,0.000000,0.000000,1626,1217,0
5.840,v2,3557,0.000000,0.000000,0.041099,0.001654,-0.000000,0.000000,0.000000,0.000000,1632,1280,0
5.850,v2,3558,0.000000,0.000000,0.032809,-0.035172,-0.000000,0.000000,0.000000,0.000000,1619,1338,0
5.860,v2,3559,0.000000,0.000000,0.030007,-0.099525,-0.000000,0.000000,0.000000,0.000000,1649,1392,0
5.870,v2,3560,0.000000,0.000000,0.030591,-0.119655,-0.000000,0.000000,0.000000,0.000000,1679,1417,0
5.880,v2,3561,0.000000,0.000000,0.025804,-0.116441,-0.000000,0.000000,0.000000,0.000000,1682,1461,0
5.890,v2,3562,0.000000,0.000000,0.015762,-0.148829,-0.000000,0.000000,0.000000,0.000000,1670,1535,0
5.900,v2,3563,0.000000,0.000000,0.013894,-0.167132,-0.000000,0.000000,0.000000,0.000000,1701,1582,0
5.910,v2,3564,0.000000,0.000000,0.010391,-0.199973,-0.000000,0.000000,0.000000,0.000000,1750,1661,0
5.920,v2,3565,0.000000,0.000000,0.007356,-0.235243,-0.000000,0.000000,0.000000,0.000000,1762,1699,0
5.930,v2,3566,0.000000,0.000000,0.005955,-0.262017,-0.000000,0.000000,0.000000,0.000000,1796,1745,0
5.940,v2,3567,0.000000,0.000000,0.001518,-0.299700,-0.000000,0.000000,0.000000,0.000000,1806,1793,0
5.950,v2,3568,0.000000,0.000000,0.000701,-0.325702,-0.000000,0.000000,0.000000,0.000000,1813,1807,0
5.960,v2,3569,0.000000,0.000000,0.003503,-0.350630,-0.000000,0.000000,0.000000,0.000000,1849,1819,0
5.970,v2,3570,0.000000,0.000000,0.000117,-0.380646,-0.000000,0.000000,0.000000,0.000000,1861,1860,0
5.980,v2,3571,0.000000,0.000000,0.000934,-0.407987,-0.000000,0.000000,0.000000,0.000000,1906,1898,0
5.990,v2,3572,0.000000,0.000000,-0.001635,-0.434155,-0.000000,0.000000,0.000000,0.000000,1922,1936,0
6.000,v2,3573,0.000000,0.000000,0.002569,-0.457641,-0.000000,0.000000,0.000000,0.000000,1955,1933,0
6.010,v2,3574,0.000000,0.000000,0.005137,-0.479443,-0.000000,0.000000,0.000000,0.000000,2000,1956,0
6.020,v2,3575,0.000000,0.006735,0.001985,-0.505090,-0.000000,0.384841,0.000000,0.010472,2032,2015,0
6.030,v2,3576,0.000000,0.000000,0.002452,-0.530739,-0.000000,0.000000,0.000000,0.000000,2038,2017,0
6.040,v2,3577,0.000000,0.000000,0.001751,-0.555749,-0.000000,0.000000,0.000000,0.000000,2053,2038,0
6.050,v2,3578,0.000000,0.000000,-0.000000,-0.579174,-0.000000,0.000000,0.000000,0.000000,2083,2083,0
6.060,v2,3579,0.000000,0.000000,-0.000350,-0.593697,-0.000000,0.000000,0.000000,0.000000,2114,2117,0
6.070,v2,3580,0.000000,0.000000,0.006422,-0.604803,-0.000000,0.000000,0.000000,0.000000,2151,2096,0
6.080,v2,3581,0.000000,0.000000,0.002802,-0.621377,-0.000000,0.000000,0.000000,0.000000,2174,2150,0
6.090,v2,3582,0.000000,0.000000,0.002685,-0.630384,-0.000000,0.000000,0.000000,0.000000,2178,2155,0
6.100,v2,3583,0.000000,0.000000,0.003853,-0.637460,-0.000000,0.000000,0.000000,0.000000,2214,2181,0
6.110,v2,3584,0.000000,0.000000,0.002218,-0.650442,-0.000000,0.000000,0.000000,0.000000,2211,2192,0
6.120,v2,3585,0.000000,0.000000,0.003853,-0.670309,-0.000000,0.000000,0.000000,0.000000,2246,2213,0
6.130,v2,3586,0.000000,0.000000,0.003970,-0.682976,-0.000000,0.000000,0.000000,0.000000,2273,2239,0
6.140,v2,3587,0.000000,0.000000,0.002102,-0.690669,-0.000000,0.000000,0.000000,0.000000,2261,2243,0
6.150,v2,3588,0.000000,0.000000,0.002919,-0.694526,-0.000000,0.000000,0.000000,0.000000,2270,2245,0
6.160,v2,3589,0.000000,0.000000,0.003386,-0.696345,-0.000000,0.000000,0.000000,0.000000,2289,2260,0
6.170,v2,3590,0.000000,0.000000,0.000584,-0.688057,-0.000000,0.000000,0.000000,0.000000,2291,2286,0
6.180,v2,3591,0.000000,0.000000,0.000117,-0.685648,-0.000000,0.000000,0.000000,0.000000,2307,2306,0
6.190,v2,3592,0.000000,0.000000,-0.003269,-0.688331,-0.000000,0.000000,0.000000,0.000000,2317,2345,0
6.200,v2,3593,0.000000,0.000000,0.001168,-0.699708,-0.000000,0.000000,0.000000,0.000000,2327,2317,0
6.210,v2,3594,0.000000,0.000000,-0.000584,-0.713712,-0.000000,0.000000,0.000000,0.000000,2349,2354,0
6.220,v2,3595,0.000000,0.000000,-0.000584,-0.739996,-0.000000,0.000000,0.000000,0.000000,2347,2352,0
6.230,v2,3596,0.000000,0.000000,0.003970,-0.766267,-0.000000,0.000000,0.000000,0.000000,2385,2351,0
6.240,v2,3597,0.000000,0.000000,-0.000701,-0.791232,-0.000000,0.000000,0.000000,0.000000,2380,2386,0
6.250,v2,3598,0.000000,0.000000,0.001518,-0.775144,-0.000000,0.000000,0.000000,0.000000,2400,2387,0
6.260,v2,3599,0.000000,0.000000,-0.000584,-0.808807,-0.000000,0.000000,0.000000,0.000000,2405,2410,0
6.270,v2,3600,0.000000,0.000000,0.001985,-0.845153,-0.000000,0.000000,0.000000,0.000000,2414,2397,0
6.280,v2,3601,0.000000,0.006735,-0.001868,-0.879492,-0.000000,0.384841,0.000000,0.010472,2411,2427,0
6.290,v2,3602,0.000000,0.000000,0.000117,-0.907229,-0.000000,0.000000,0.000000,0.000000,2411,2410,0
6.300,v2,3603,0.000000,0.000000,-0.001751,-0.939726,-0.000000,0.000000,0.000000,0.000000,2407,2422,0
6.310,v2,3604,0.000000,0.000000,-0.003736,-0.965003,-0.000000,0.000000,0.000000,0.000000,2416,2448,0
6.320,v2,3605,0.000000,0.006735,-0.002335,-0.977950,-0.000000,0.384841,0.000000,0.010472,2414,2434,0
6.330,v2,3606,0.000000,0.006735,0.000117,-0.988733,-0.000000,0.384841,0.000000,0.010472,2431,2430,0
6.340,v2,3607,0.000000,0.006735,0.000234,-0.988671,-0.000000,0.384841,0.000000,0.010472,2428,2426,0
6.350,v2,3608,0.000000,0.013469,-0.003503,-0.980034,-0.000000,0.769681,0.000000,0.020944,2413,2443,0
6.360,v2,3609,0.000000,0.013469,-0.002802,-0.961281,-0.000000,0.769681,0.000000,0.020944,2406,2430,0
6.370,v2,3610,0.000000,0.020204,-0.001985,-0.968672,-0.000000,1.154522,0.000000,0.031416,2411,2428,0
6.380,v2,3611,0.000000,0.026939,-0.004554,-0.932402,-0.000000,1.539363,0.000000,0.041888,2402,2441,0
6.390,v2,3612,0.000000,0.026939,0.001051,-0.913156,-0.000000,1.539363,0.000000,0.041888,2423,2414,0
6.400,v2,3613,0.000000,0.026939,0.002335,-0.894354,-0.000000,1.539363,0.000000,0.041888,2419,2399,0
6.410,v2,3614,0.000000,0.033674,0.001051,-0.869809,-0.000000,1.924203,0.000000,0.052360,2425,2416,0
6.420,v2,3615,0.000000,0.033674,0.002452,-0.841158,-0.000000,1.924203,0.000000,0.052360,2415,2394,0
6.430,v2,3616,0.000000,0.033674,-0.001751,-0.831353,-0.000000,1.924203,0.000000,0.052360,2400,2415,0
6.440,v2,3617,0.000000,0.040408,-0.001284,-0.805230,-0.000000,2.309044,0.000000,0.062832,2394,2405,0
6.450,v2,3618,0.000000,0.040408,-0.000817,-0.779493,-0.000000,2.309044,0.000000,0.062832,2410,2417,0
6.460,v2,3619,0.000000,0.040408,0.000701,-0.796127,-0.000000,2.309044,0.000000,0.062832,2401,2395,0
6.470,v2,3620,0.000000,0.047143,0.000701,-0.779693,-0.000000,2.693885,0.000000,0.073304,2381,2375,0
6.480,v2,3621,0.000000,0.047143,-0.001168,-0.739941,-0.000000,2.693885,0.000000,0.073304,2385,2395,0
6.490,v2,3622,0.000000,0.047143,0.000584,-0.735250,-0.000000,2.693885,0.000000,0.073304,2390,2385,0
6.500,v2,3623,0.000000,0.047143,-0.003970,-0.791949,-0.000000,2.693885,0.000000,0.073304,2382,2416,0
6.510,v2,3624,0.000000,0.047143,0.003152,-0.783509,-0.000000,2.693885,0.000000,0.073304,2411,2384,0
6.520,v2,3625,0.000000,0.047143,-0.001401,-0.808889,-0.000000,2.693885,0.000000,0.073304,2387,2399,0
6.530,v2,3626,0.000000,0.047143,-0.001401,-0.788868,-0.000000,2.693885,0.000000,0.073304,2374,2386,0
6.540,v2,3627,0.000000,0.047143,0.000817,-0.793979,-0.000000,2.693885,0.000000,0.073304,2389,2382,0
6.550,v2,3628,0.000000,0.047143,0.001168,-0.778093,-0.000000,2.693885,0.000000,0.073304,2377,2367,0
6.560,v2,3629,0.000000,0.047143,-0.002919,-0.765873,-0.000000,2.693885,0.000000,0.073304,2357,2382,0
6.570,v2,3630,0.000000,0.040408,-0.001401,-0.751806,-0.000000,2.309044,0.000000,0.062832,2340,2352,0
6.580,v2,3631,0.000000,0.040408,0.002919,-0.749343,-0.000000,2.309044,0.000000,0.062832,2390,2365,0
6.590,v2,3632,0.000000,0.047143,-0.000117,-0.748532,-0.000000,2.693885,0.000000,0.073304,2378,2379,0
6.600,v2,3633,0.000000,0.033674,-0.001635,-0.759904,-0.000000,1.924203,0.000000,0.052360,2368,2382,0
6.610,v2,3634,0.000000,0.040408,-0.000234,-0.728832,-0.000000,2.309044,0.000000,0.062832,2368,2370,0
6.620,v2,3635,0.000000,0.033674,-0.001284,-0.723492,-0.000000,1.924203,0.000000,0.052360,2371,2382,0
6.630,v2,3636,0.000000,0.026939,-0.000584,-0.724428,-0.000000,1.539363,0.000000,0.041888,2369,2374,0
6.640,v2,3637,0.000000,0.020204,0.002919,-0.716550,-0.000000,1.154522,0.000000,0.031416,2397,2372,0
6.650,v2,3638,0.000000,0.020204,0.002102,-0.736473,-0.000000,1.154522,0.000000,0.031416,2395,2377,0
6.660,v2,3639,0.000000,0.020204,0.002569,-0.734395,-0.000000,1.154522,0.000000,0.031416,2381,2359,0
6.670,v2,3640,0.000000,0.013469,0.003503,-0.754441,-0.000000,0.769681,0.000000,0.020944,2382,2352,0
6.680,v2,3641,0.000000,0.006735,0.003152,-0.779639,-0.000000,0.384841,0.000000,0.010472,2379,2352,0
6.690,v2,3642,0.000000,0.013469,0.002685,-0.796650,-0.000000,0.769681,0.000000,0.020944,2386,2363,0
6.700,v2,3643,0.000000,0.006735,0.001868,-0.801535,-0.000000,0.384841,0.000000,0.010472,2368,2352,0
6.710,v2,3644,0.000000,0.006735,-0.000934,-0.821583,-0.000000,0.384841,0.000000,0.010472,2343,2351,0
6.720,v2,3645,0.000000,0.006735,0.001635,-0.821009,-0.000000,0.384841,0.000000,0.010472,2347,2333,0
6.730,v2,3646,0.000000,0.013469,0.000934,-0.819051,-0.000000,0.769681,0.000000,0.020944,2342,2334,0
6.740,v2,3647,0.000000,0.000000,-0.000701,-0.816839,-0.000000,0.000000,0.000000,0.000000,2303,2309,0
6.750,v2,3648,0.000000,0.000000,0.002452,-0.833616,-0.000000,0.000000,0.000000,0.000000,2320,2299,0
6.760,v2,3649,0.000000,0.000000,0.003503,-0.819884,-0.000000,0.000000,0.000000,0.000000,2319,2289,0
6.770,v2,3650,0.000000,0.000000,0.003269,-0.826850,-0.000000,0.000000,0.000000,0.000000,2302,2274,0
6.780,v2,3651,0.000000,0.000000,-0.000000,-0.806227,-0.000000,0.000000,0.000000,0.000000,2278,2278,0
6.790,v2,3652,0.000000,-0.006735,0.003503,-0.786527,-0.000000,-0.384841,0.000000,-0.010472,2235,2205,0
6.800,v2,3653,0.000000,0.000000,0.002685,-0.771829,-0.000000,0.000000,0.000000,0.000000,2261,2238,0
6.810,v2,3654,0.000000,0.000000,0.001168,-0.752810,-0.000000,0.000000,0.000000,0.000000,2238,2228,0
6.820,v2,3655,0.000000,0.000000,0.001051,-0.734420,-0.000000,0.000000,0.000000,0.000000,2207,2198,0
6.830,v2,3656,0.000000,0.000000,0.000467,-0.723807,-0.000000,0.000000,0.000000,0.000000,2191,2187,0
6.840,v2,3657,0.000000,0.000000,0.001168,-0.710641,-0.000000,0.000000,0.000000,0.000000,2180,2170,0
6.850,v2,3658,0.000000,0.000000,0.004320,-0.703580,-0.000000,0.000000,0.000000,0.000000,2166,2129,0
6.860,v2,3659,0.000000,0.000000,0.003853,-0.691576,-0.000000,0.000000,0.000000,0.000000,2148,2115,0
6.870,v2,3660,0.000000,0.000000,0.000934,-0.675237,-0.000000,0.000000,0.000000,0.000000,2099,2091,0
6.880,v2,3661,0.000000,0.000000,0.003386,-0.657390,-0.000000,0.000000,0.000000,0.000000,2093,2064,0
6.890,v2,3662,0.000000,0.000000,-0.000350,-0.639387,-0.000000,0.000000,0.000000,0.000000,2054,2057,0
6.900,v2,3663,0.000000,0.000000,0.002218,-0.621718,-0.000000,0.000000,0.000000,0.000000,2030,2011,0
6.910,v2,3664,0.000000,0.000000,-0.000117,-0.603530,-0.000000,0.000000,0.000000,0.000000,1983,1984,0
6.920,v2,3665,0.000000,0.000000,-0.001051,-0.582927,-0.000000,0.000000,0.000000,0.000000,1961,1970,0
6.930,v2,3666,0.000000,0.000000,-0.000350,-0.567794,-0.000000,0.000000,0.000000,0.000000,1962,1965,0
6.940,v2,3667,0.000000,0.000000,0.001635,-0.556068,-0.000000,0.000000,0.000000,0.000000,1904,1890,0
6.950,v2,3668,0.000000,0.000000,-0.002802,-0.540098,-0.000000,0.000000,0.000000,0.000000,1865,1889,0
6.960,v2,3669,0.000000,0.000000,-0.001051,-0.522314,-0.000000,0.000000,0.000000,0.000000,1863,1872,0
6.970,v2,3670,0.000000,0.000000,-0.000350,-0.501121,-0.000000,0.000000,0.000000,0.000000,1837,1840,0
6.980,v2,3671,0.000000,0.000000,0.003503,-0.476685,-0.000000,0.000000,0.000000,0.000000,1834,1804,0
6.990,v2,3672,0.000000,0.000000,0.005604,-0.453949,-0.000000,0.000000,0.000000,0.000000,1790,1742,0
7.000,v2,3673,0.000000,0.000000,-0.000467,-0.435437,-0.000000,0.000000,0.000000,0.000000,1753,1757,0
7.010,v2,3674,0.000000,0.000000,0.006422,-0.413123,-0.000000,0.000000,0.000000,0.000000,1760,1705,0
7.020,v2,3676,0.000000,0.000000,0.008407,-0.372287,-0.000000,0.000000,0.000000,0.000000,1712,1640,0
7.030,v2,3677,0.000000,0.000000,0.012143,-0.347798,-0.000000,0.000000,0.000000,0.000000,1704,1600,0
7.040,v2,3678,0.000000,0.000000,0.012143,-0.318713,-0.000000,0.000000,0.000000,0.000000,1639,1535,0
7.050,v2,3679,0.000000,0.000000,0.017747,-0.290434,-0.000000,0.000000,0.000000,0.000000,1657,1505,0
7.060,v2,3680,0.000000,0.000000,0.017981,-0.261400,-0.000000,0.000000,0.000000,0.000000,1633,1479,0
7.070,v2,3681,0.000000,0.000000,0.021834,-0.235103,-0.000000,0.000000,0.000000,0.000000,1621,1434,0
7.080,v2,3682,0.000000,0.000000,0.026621,-0.212417,-0.000000,0.000000,0.000000,0.000000,1603,1375,0
7.090,v2,3683,0.000000,0.000000,0.030707,-0.188196,-0.000000,0.000000,0.000000,0.000000,1591,1328,0
7.100,v2,3684,0.000000,0.000000,0.037830,-0.166306,-0.000000,0.000000,0.000000,0.000000,1614,1290,0
7.110,v2,3685,0.000000,0.000000,0.035261,-0.162881,-0.000000,0.000000,0.000000,0.000000,1584,1282,0
7.120,v2,3686,0.000000,0.000000,0.038880,-0.137587,-0.000000,0.000000,0.000000,0.000000,1584,1251,0
7.130,v2,3687,0.000000,0.000000,0.040515,-0.109335,-0.000000,0.000000,0.000000,0.000000,1579,1232,0
7.140,v2,3688,0.000000,0.000000,0.044368,-0.073653,-0.000000,0.000000,0.000000,0.000000,1582,1202,0
7.150,v2,3689,0.000000,0.000000,0.044135,-0.042208,-0.000000,0.000000,0.000000,0.000000,1559,1181,0
7.160,v2,3690,0.000000,0.000000,0.046820,-0.017241,-0.000000,0.000000,0.000000,0.000000,1563,1162,0
7.170,v2,3691,0.000000,0.000000,0.046587,0.010546,-0.000000,0.000000,0.000000,0.000000,1535,1136,0
7.180,v2,3692,0.000000,0.000000,0.050206,0.031401,-0.000000,0.000000,0.000000,0.000000,1535,1105,0
7.190,v2,3693,0.000000,0.000000,0.050089,0.052195,-0.000000,0.000000,0.000000,0.000000,1535,1106,0
7.200,v2,3694,0.000000,0.000000,0.052308,0.071398,-0.000000,0.000000,0.000000,0.000000,1527,1079,0
7.210,v2,3695,0.000000,0.000000,0.053008,0.089350,-0.000000,0.000000,0.000000,0.000000,1520,1066,0
7.220,v2,3696,0.000000,0.000000,0.053475,0.100635,-0.000000,0.000000,0.000000,0.000000,1505,1047,0
7.230,v2,3697,0.000000,0.000000,0.057095,0.110027,-0.000000,0.000000,0.000000,0.000000,1500,1011,0
7.240,v2,3698,0.000000,0.000000,0.063750,0.116222,-0.000000,0.000000,0.000000,0.000000,1535,989,0
7.250,v2,3699,0.000000,0.000000,0.057912,0.119070,-0.000000,0.000000,0.000000,0.000000,1508,1012,0
7.260,v2,3700,0.000000,0.000000,0.063049,0.121492,-0.000000,0.000000,0.000000,0.000000,1518,978,0
7.270,v2,3701,0.000000,0.000000,0.061648,0.123185,-0.000000,0.000000,0.000000,0.000000,1509,981,0
7.280,v2,3702,0.000000,0.000000,0.065034,0.123357,-0.000000,0.000000,0.000000,0.000000,1490,933,0
7.290,v2,3703,0.000000,0.000000,0.066669,0.118637,-0.000000,0.000000,0.000000,0.000000,1497,926,0
7.300,v2,3704,0.000000,0.000000,0.065034,0.115706,-0.000000,0.000000,0.000000,0.000000,1498,941,0
7.310,v2,3705,0.000000,0.000000,0.066319,0.117218,-0.000000,0.000000,0.000000,0.000000,1491,923,0
7.320,v2,3706,0.000000,0.000000,0.066669,0.116115,-0.000000,0.000000,0.000000,0.000000,1489,918,0
7.330,v2,3707,0.000000,0.000000,0.067136,0.110074,-0.000000,0.000000,0.000000,0.000000,1493,918,0
7.340,v2,3708,0.000000,0.000000,0.069004,0.106567,-0.000000,0.000000,0.000000,0.000000,1518,927,0
7.350,v2,3709,0.000000,0.000000,0.069121,0.102132,-0.000000,0.000000,0.000000,0.000000,1488,896,0
7.360,v2,3710,0.000000,0.000000,0.070288,0.099921,-0.000000,0.000000,0.000000,0.000000,1488,886,0
7.370,v2,3711,0.000000,0.000000,0.070755,0.099696,-0.000000,0.000000,0.000000,0.000000,1501,895,0
7.380,v2,3712,0.000000,0.000000,0.070522,0.099809,-0.000000,0.000000,0.000000,0.000000,1494,890,0
7.390,v2,3713,0.000000,0.000000,0.071923,0.099253,-0.000000,0.000000,0.000000,0.000000,1498,882,0
7.400,v2,3714,0.000000,0.000000,0.070172,0.098347,-0.000000,0.000000,0.000000,0.000000,1481,880,0
7.410,v2,3715,0.000000,0.000000,0.076477,0.099490,-0.000000,0.000000,0.000000,0.000000,1503,848,0
7.420,v2,3716,0.000000,0.000000,0.073558,0.101757,-0.000000,0.000000,0.000000,0.000000,1482,852,0
7.430,v2,3717,0.000000,0.000000,0.073558,0.104175,-0.000000,0.000000,0.000000,0.000000,1478,848,0
7.440,v2,3718,0.000000,0.000000,0.074258,0.112732,-0.000000,0.000000,0.000000,0.000000,1473,837,0
7.450,v2,3719,0.000000,0.000000,0.076243,0.121140,-0.000000,0.000000,0.000000,0.000000,1488,835,0
7.460,v2,3720,0.000000,0.000000,0.075543,0.126060,-0.000000,0.000000,0.000000,0.000000,1470,823,0
7.470,v2,3721,0.000000,0.000000,0.075076,0.135762,-0.000000,0.000000,0.000000,0.000000,1473,830,0
7.480,v2,3722,0.000000,0.000000,0.078345,0.144119,-0.000000,0.000000,0.000000,0.000000,1482,811,0
7.490,v2,3723,0.000000,0.000000,0.074725,0.149611,-0.000000,0.000000,0.000000,0.000000,1458,818,0
7.500,v2,3724,0.000000,0.000000,0.077294,0.154488,-0.000000,0.000000,0.000000,0.000000,1459,797,0
7.510,v2,3725,0.000000,0.000000,0.078345,0.160575,-0.000000,0.000000,0.000000,0.000000,1453,782,0
7.520,v2,3726,0.000000,0.000000,0.078578,0.166906,-0.000000,0.000000,0.000000,0.000000,1456,783,0
7.530,v2,3727,0.000000,0.000000,0.080913,0.177561,-0.000000,0.000000,0.000000,0.000000,1463,770,0
7.540,v2,3728,0.000000,0.000000,0.078345,0.188299,-0.000000,0.000000,0.000000,0.000000,1429,758,0
7.550,v2,3729,0.000000,0.000000,0.080330,0.199304,-0.000000,0.000000,0.000000,0.000000,1454,766,0
7.560,v2,3730,0.000000,0.000000,0.084533,0.212099,-0.000000,0.000000,0.000000,0.000000,1442,718,0
7.570,v2,3731,0.000000,0.000000,0.083599,0.220417,-0.000000,0.000000,0.000000,0.000000,1443,727,0
7.580,v2,3732,0.000000,0.000000,0.079279,0.226875,-0.000000,0.000000,0.000000,0.000000,1431,752,0
7.590,v2,3733,0.000000,0.000000,0.081380,0.233304,-0.000000,0.000000,0.000000,0.000000,1431,734,0
7.600,v2,3734,0.000000,0.000000,0.083949,0.243505,-0.000000,0.000000,0.000000,0.000000,1439,720,0
7.610,v2,3735,0.000000,0.000000,0.082782,0.256752,-0.000000,0.000000,0.000000,0.000000,1414,705,0
7.620,v2,3736,0.000000,0.000000,0.085117,0.274020,-0.000000,0.000000,0.000000,0.000000,1451,722,0
7.630,v2,3737,0.000000,0.000000,0.085467,0.291263,-0.000000,0.000000,0.000000,0.000000,1439,707,0
7.640,v2,3738,0.000000,0.000000,0.083832,0.305986,-0.000000,0.000000,0.000000,0.000000,1453,735,0
7.650,v2,3739,0.000000,0.000000,0.083949,0.316049,-0.000000,0.000000,0.000000,0.000000,1440,721,0
7.660,v2,3740,0.000000,0.000000,0.082431,0.324673,-0.000000,0.000000,0.000000,0.000000,1408,702,0
7.670,v2,3741,0.000000,0.000000,0.083015,0.331641,-0.000000,0.000000,0.000000,0.000000,1417,706,0
7.680,v2,3742,0.000000,0.000000,0.086284,0.339781,-0.000000,0.000000,0.000000,0.000000,1430,691,0
7.690,v2,3743,0.000000,0.000000,0.083716,0.348426,-0.000000,0.000000,0.000000,0.000000,1435,718,0
7.700,v2,3744,0.000000,0.000000,0.083365,0.360596,-0.000000,0.000000,0.000000,0.000000,1418,704,0
7.710,v2,3745,0.000000,0.000000,0.087102,0.374184,-0.000000,0.000000,0.000000,0.000000,1435,689,0
7.720,v2,3746,0.000000,0.000000,0.085701,0.389215,-0.000000,0.000000,0.000000,0.000000,1424,690,0
7.730,v2,3747,0.000000,0.000000,0.085934,0.399437,-0.000000,0.000000,0.000000,0.000000,1442,706,0
7.740,v2,3748,0.000000,0.000000,0.088736,0.412299,-0.000000,0.000000,0.000000,0.000000,1442,682,0
7.750,v2,3749,0.000000,0.000000,0.084066,0.423070,-0.000000,0.000000,0.000000,0.000000,1418,698,0
7.760,v2,3750,0.000000,0.000000,0.085584,0.425060,-0.000000,0.000000,0.000000,0.000000,1424,691,0
7.770,v2,3751,0.000000,0.000000,0.083365,0.428720,-0.000000,0.000000,0.000000,0.000000,1424,710,0
7.780,v2,3752,0.000000,0.000000,0.085000,0.432328,-0.000000,0.000000,0.000000,0.000000,1431,703,0
7.790,v2,3753,0.000000,0.000000,0.087919,0.434773,-0.000000,0.000000,0.000000,0.000000,1452,699,0
7.800,v2,3754,0.000000,0.000000,0.085701,0.438699,-0.000000,0.000000,0.000000,0.000000,1438,704,0
7.810,v2,3755,0.000000,0.000000,0.085584,0.446380,-0.000000,0.000000,0.000000,0.000000,1421,688,0
7.820,v2,3756,0.000000,0.000000,0.085584,0.457324,-0.000000,0.000000,0.000000,0.000000,1447,714,0
