# Balancin telemetria  2026-05-26 01:37:01
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl	Sr	modo_sol
7.430	+0.000000	-0.094118	-0.014065	+0.867465	+9.803922	+8.304498	+9.933775	+9.933775	248	255	0
7.440	+0.000000	-0.089412	-0.014065	+0.889426	+10.034602	+8.304498	+9.933775	+9.933775	248	255	0
7.450	+0.000000	+0.000000	-0.016409	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	246	255	0
7.460	+0.000000	-0.089412	-0.021097	+1.087076	+10.034602	+8.304498	+9.933775	+9.933775	244	255	0
7.470	+0.000000	-0.098824	-0.023441	+0.856484	+9.803922	+7.958478	+9.933775	+9.933775	243	255	0
7.480	+0.000000	-0.073725	-0.025785	+1.317668	+10.380623	+8.881200	+9.933775	+9.933775	241	255	0
7.490	+0.000000	-0.069020	-0.030474	+0.768640	+10.611303	+8.881200	+9.933775	+9.933775	239	255	0
7.500	+0.000000	-0.069020	-0.037506	+0.087845	+10.380623	+9.111880	+1.821192	+1.821192	235	255	0
7.510	+0.000000	-0.073725	-0.037506	+0.867465	+10.611303	+8.535179	+9.933775	+9.933775	234	254	0
7.520	+0.000000	-0.073725	-0.049226	+0.592950	+10.611303	+8.535179	+9.933775	+9.933775	227	252	0
7.530	+0.000000	-0.062745	-0.067979	+1.383551	+10.611303	+9.111880	+9.933775	+9.933775	214	250	0
7.540	+0.000000	-0.062745	-0.067979	+0.889426	+10.957324	+8.881200	+9.933775	+9.933775	209	244	0
7.550	+0.000000	-0.053333	-0.063291	+1.054134	+10.957324	+9.457901	+9.933775	+9.933775	204	237	0
7.560	+0.000000	-0.053333	-0.056259	+0.966290	+11.303345	+9.111880	+9.933775	+9.933775	202	232	0
7.570	+0.000000	-0.037647	-0.060947	+0.307456	+11.534025	+9.803922	+5.711921	+5.629139	194	226	0
7.580	+0.000000	-0.053333	-0.058603	+0.307456	+11.303345	+9.111880	+5.629139	+5.546358	188	219	0
7.590	+0.000000	-0.053333	-0.072668	+0.384320	+11.303345	+9.111880	+7.036424	+6.953642	177	216	0
7.600	+0.000000	-0.058039	-0.067979	+0.351378	+11.303345	+8.881200	+6.539735	+6.456954	176	212	0
7.610	+0.000000	-0.073725	-0.058603	-0.032942	+10.957324	+8.304498	-0.082781	-0.165563	180	211	0
7.620	+0.000000	-0.083137	-0.039850	-0.043922	+10.611303	+7.958478	-0.331126	-0.413907	187	208	0
7.630	+0.000000	-0.089412	-0.025785	+0.318436	+10.611303	+7.727797	+5.794702	+5.629139	193	206	0
7.640	+0.000000	-0.089412	-0.014065	-0.043922	+10.611303	+7.727797	-0.248344	-0.331126	197	204	0
7.650	+0.000000	-0.098824	-0.014065	-0.021961	+10.380623	+7.381776	+0.000000	-0.165563	196	203	0
7.660	+0.000000	-0.108235	-0.025785	-0.263534	+10.034602	+7.035755	-4.139073	-4.221854	200	213	0
7.670	+0.000000	-0.128627	-0.042194	-0.109806	+9.457901	+6.459054	-1.572848	-1.655629	206	228	0
7.680	+0.000000	-0.149020	-0.070323	-0.032942	+8.535179	+6.228374	-0.165563	-0.248344	209	245	0
7.690	+0.000000	-0.123922	-0.082044	-0.054903	+9.803922	+6.459054	-0.496689	-0.662252	211	255	0
7.700	+0.000000	-0.194510	-0.075012	+0.010981	+7.035755	+4.959631	+0.413907	+0.331126	215	255	0
7.710	+0.000000	-0.169412	-0.060947	-0.439223	+7.958478	+5.651672	-7.201987	-7.284768	223	255	0
7.720	+0.000000	+0.196078	-0.044538	-0.505106	+7.035755	+4.382930	-8.360927	-8.526490	231	255	0
7.730	+0.000000	+0.095686	-0.028129	-0.340397	+3.460208	+2.076125	-5.711921	-5.711921	240	255	0
7.740	+0.000000	+0.034510	-0.021097	+0.252553	+1.730104	+0.230681	+4.470199	+4.387417	243	255	0
7.750	+0.000000	+0.034510	-0.023441	-0.713737	+1.730104	+0.230681	-10.016556	-10.016556	243	255	0
7.760	+0.000000	-0.010980	-0.023441	-0.483145	+0.000000	-0.692042	-8.195364	-8.278146	243	255	0
7.770	+0.000000	-0.076863	-0.023441	-0.845503	-2.422145	-2.191465	-10.016556	-10.016556	243	255	0
7.780	+0.000000	-0.111373	-0.025785	-0.845503	-3.921569	-2.768166	-10.016556	-10.016556	241	255	0
7.790	+0.000000	-0.152157	-0.030474	-0.614912	-5.074971	-3.921569	-10.016556	-10.016556	239	255	0
7.800	+0.000000	-0.183529	-0.035162	-0.208631	-6.343714	-4.498270	-3.725166	-3.725166	236	255	0
7.810	+0.000000	-0.192941	-0.037506	-0.527067	-6.574394	-4.844291	-9.271523	-9.188742	235	255	0
7.820	+0.000000	-0.197647	-0.035162	-0.614912	-7.151096	-4.498270	-10.016556	-10.016556	237	255	0
7.830	+0.000000	+0.185098	-0.030474	-0.845503	-7.843137	-5.074971	-10.016556	-10.016556	236	252	0
7.840	+0.000000	+0.149020	-0.018753	-0.516087	-8.996540	-5.997693	-8.940397	-8.857616	237	246	0
7.850	+0.000000	+0.144314	-0.009376	-1.010212	-9.227220	-5.997693	-10.016556	-10.016556	237	242	0
7.860	+0.000000	+0.128627	-0.007032	-0.999231	-9.573241	-6.574394	-10.016556	-10.016556	237	240	0
7.870	+0.000000	+0.123922	-0.007032	-1.043154	-9.919262	-6.574394	-10.016556	-10.016556	235	238	0
7.880	+0.000000	+0.098824	-0.009376	-1.054134	-10.495963	-7.497116	-10.016556	-10.016556	232	236	0
7.890	+0.000000	+0.089412	-0.011721	-1.120018	-10.495963	-8.073818	-10.016556	-10.016556	228	234	0
7.900	+0.000000	+0.078431	-0.014065	-0.922367	-11.072664	-8.073818	-10.016556	-10.016556	224	232	0
7.910	+0.000000	+0.069020	-0.014065	-0.252553	-11.072664	-8.650519	-4.718543	-4.635762	222	228	0
7.920	+0.000000	+0.062745	-0.002344	-0.450203	-11.418685	-8.650519	-8.112583	-8.029801	224	224	0
7.930	+0.000000	+0.078431	-0.002344	-0.131767	-11.072664	-8.073818	-2.649007	-2.483444	221	221	0
7.940	+0.000000	+0.078431	-0.007032	-0.494125	-11.072664	-8.073818	-8.692053	-8.609272	217	219	0
7.950	+0.000000	+0.083137	-0.011721	-0.285495	-11.072664	-7.843137	-5.298013	-5.132450	210	216	0
7.960	+0.000000	+0.089412	-0.016409	-0.373339	-10.726644	-7.843137	-6.622517	-6.539735	206	214	0
7.970	+0.000000	+0.098824	-0.014065	-0.252553	-10.726644	-7.151096	-4.635762	-4.470199	205	212	0
7.980	+0.000000	+0.098824	-0.007032	-0.483145	-10.726644	-7.151096	-8.526490	-8.360927	206	210	0
7.990	+0.000000	+0.098824	+0.007032	+0.054903	-11.072664	-6.920415	+0.579470	+0.745033	211	206	0
8.000	+0.000000	+0.108235	-0.014065	-0.274514	-10.495963	-6.920415	-4.966887	-4.801325	202	209	0
8.010	+0.000000	+0.123922	-0.044538	-0.318436	-10.149942	-6.343714	-5.711921	-5.629139	195	219	0
8.020	+0.000000	+0.128627	-0.039850	-0.230592	-10.149942	-5.997693	-4.139073	-4.056291	199	220	0
8.030	+0.000000	+0.128627	-0.046882	-0.120786	-10.149942	-5.997693	-2.317881	-2.152318	191	215	0
8.040	+0.000000	+0.128627	-0.028129	-0.153728	-10.149942	-5.997693	-2.980132	-2.814570	194	208	0
8.050	+0.000000	+0.144314	-0.044538	-0.428242	-9.919262	-5.420992	-7.615894	-7.450331	185	208	0
8.060	+0.000000	+0.144314	-0.030474	-0.285495	-9.919262	-5.420992	-5.215232	-5.049669	192	208	0
8.070	+0.000000	+0.144314	-0.051571	-0.010981	-9.919262	-5.420992	-0.579470	-0.413907	188	214	0
8.080	+0.000000	+0.149020	-0.044538	-0.142747	-9.573241	-5.420992	-2.649007	-2.483444	186	210	0
8.090	+0.000000	+0.164706	-0.044538	-0.208631	-9.227220	-4.844291	-3.807947	-3.642384	185	209	0
8.100	+0.000000	+0.144314	-0.065635	-0.614912	-10.149942	-5.074971	-10.016556	-10.016556	182	216	0
8.110	+0.000000	+0.174118	-0.051571	-0.208631	-8.650519	-4.844291	-3.807947	-3.642384	186	213	0
8.120	+0.000000	+0.134902	-0.063291	+0.076864	-9.573241	-6.343714	+1.076159	+1.241722	181	214	0
8.130	+0.000000	+0.144314	-0.063291	-0.494125	-9.573241	-5.767013	-8.774834	-8.609272	184	217	0
8.140	+0.000000	+0.149020	-0.049226	-0.153728	-9.227220	-5.767013	-2.814570	-2.731788	186	212	0
8.150	+0.000000	+0.139608	-0.056259	+0.076864	-9.573241	-5.997693	+0.993377	+1.076159	182	211	0
8.160	+0.000000	+0.149020	-0.042194	-0.021961	-9.227220	-5.767013	-0.745033	-0.579470	190	212	0
8.170	+0.000000	+0.155294	-0.056259	-0.164708	-8.996540	-5.767013	-3.062914	-2.980132	187	216	0
8.180	+0.000000	+0.160000	-0.046882	-0.241572	-8.996540	-5.420992	-4.304636	-4.139073	190	215	0
8.190	+0.000000	+0.160000	-0.039850	-0.713737	-8.996540	-5.420992	-10.016556	-10.016556	194	215	0
8.200	+0.000000	+0.144314	-0.035162	-1.207862	-9.227220	-5.997693	-10.016556	-10.016556	198	216	0
8.210	+0.000000	+0.128627	-0.042194	+1.032173	-8.650519	-7.497116	+9.933775	+9.933775	200	222	0
8.220	+0.000000	+0.189804	-0.039850	+1.339629	-6.574394	-5.997693	+9.933775	+9.933775	205	226	0
8.230	+0.000000	-0.051765	-0.042194	+0.735698	-1.845444	-1.268743	+9.933775	+9.933775	209	231	0
8.240	+0.000000	+0.000000	-0.056259	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	206	236	0
8.250	+0.000000	+0.064314	-0.051571	+0.713737	+2.652826	+1.153403	+9.933775	+9.933775	205	232	0
8.260	+0.000000	+0.095686	-0.042194	+0.307456	+3.460208	+2.076125	+5.463576	+5.463576	207	228	0
8.270	+0.000000	+0.125490	-0.032818	-0.186670	+4.382930	+2.883506	-3.062914	-3.145695	210	227	0
8.280	+0.000000	+0.105098	-0.049226	+0.538048	+3.806228	+2.306805	+9.271523	+9.188742	206	232	0
8.290	+0.000000	+0.125490	-0.067979	+0.362359	+4.382930	+2.883506	+6.291391	+6.291391	197	233	0
8.300	+0.000000	+0.150588	-0.065635	+0.472164	+4.959631	+3.806228	+8.195364	+8.112583	195	229	0
8.310	+0.000000	+0.150588	-0.053915	-0.307456	+5.305652	+3.460208	-4.966887	-5.049669	201	229	0
8.320	+0.000000	+0.145882	-0.058603	+0.131767	+5.305652	+3.229527	+2.566225	+2.483444	199	230	0
8.330	+0.000000	+0.120784	-0.067979	+0.120786	+4.152249	+2.883506	+2.235099	+2.152318	191	226	0
8.340	+0.000000	+0.120784	-0.058603	+0.153728	+4.382930	+2.652826	+2.731788	+2.649007	194	224	0
8.350	+0.000000	+0.116078	-0.056259	+0.406281	+4.152249	+2.652826	+7.036424	+7.036424	199	228	0
8.360	+0.000000	+0.116078	-0.058603	+0.340397	+4.382930	+2.306805	+6.043046	+5.960265	199	229	0
8.370	+0.000000	+0.116078	-0.058603	+0.472164	+4.382930	+2.306805	+8.195364	+8.112583	194	224	0
8.380	+0.000000	+0.125490	-0.056259	+0.274514	+4.728950	+2.652826	+4.966887	+4.884106	193	223	0
8.390	+0.000000	+0.130196	-0.056259	+0.230592	+4.728950	+2.883506	+4.139073	+4.056291	197	227	0
8.400	+0.000000	+0.120784	-0.070323	+0.428242	+4.728950	+2.306805	+7.533113	+7.450331	192	229	0
8.410	+0.000000	+0.130196	-0.053915	+0.384320	+4.728950	+2.883506	+6.788079	+6.705298	194	222	0
8.420	+0.000000	+0.125490	-0.049226	+0.549028	+4.728950	+2.652826	+9.519868	+9.519868	194	219	0
8.430	+0.000000	+0.155294	-0.067979	+0.527067	+5.651672	+3.460208	+9.271523	+9.188742	187	223	0
8.440	+0.000000	+0.181961	-0.067979	+0.274514	+6.459054	+4.152249	+4.884106	+4.801325	191	226	0
8.450	+0.000000	+0.191373	-0.067979	+0.153728	+6.459054	+4.728950	+2.897351	+2.897351	184	220	0
8.460	+0.000000	+0.181961	-0.060947	+0.010981	+6.228374	+4.382930	+0.496689	+0.413907	184	216	0
8.470	+0.000000	+0.181961	-0.077356	+0.285495	+6.459054	+4.152249	+5.215232	+5.132450	182	223	0
8.480	+0.000000	+0.166275	-0.082044	+0.318436	+5.882353	+3.806228	+5.629139	+5.546358	182	225	0
8.490	+0.000000	+0.170980	-0.067979	+0.362359	+6.228374	+3.806228	+6.456954	+6.374172	182	217	0
8.500	+0.000000	+0.170980	-0.072668	+0.428242	+6.459054	+3.460208	+7.615894	+7.450331	176	215	0
8.510	+0.000000	+0.170980	-0.058603	+0.230592	+6.459054	+3.460208	+4.304636	+4.139073	184	215	0
8.520	+0.000000	+0.161569	-0.051571	+0.252553	+6.228374	+3.229527	+4.635762	+4.552980	187	213	0
8.530	+0.000000	+0.166275	-0.063291	+0.307456	+6.459054	+3.229527	+5.463576	+5.298013	178	212	0
8.540	+0.000000	+0.161569	-0.063291	+0.153728	+6.228374	+3.229527	+2.814570	+2.731788	178	212	0
8.550	+0.000000	+0.161569	-0.053915	+0.000000	+6.459054	+2.883506	+0.331126	+0.248344	187	215	0
8.560	+0.000000	+0.150588	-0.053915	+0.153728	+6.228374	+2.652826	+2.814570	+2.649007	190	218	0
8.570	+0.000000	+0.150588	-0.063291	-0.021961	+6.228374	+2.652826	-0.082781	-0.165563	185	218	0
8.580	+0.000000	+0.136471	-0.063291	+0.065883	+5.882353	+2.076125	+1.407285	+1.324503	184	217	0
8.590	+0.000000	+0.136471	-0.060947	-0.032942	+5.882353	+2.076125	-0.331126	-0.413907	186	218	0
8.600	+0.000000	+0.130196	-0.051571	-0.032942	+5.651672	+2.076125	-0.248344	-0.331126	189	216	0
8.610	+0.000000	+0.125490	-0.030474	-0.043922	+5.651672	+1.730104	-0.496689	-0.662252	196	212	0
8.620	+0.000000	+0.125490	-0.018753	-0.054903	+5.651672	+1.730104	-0.745033	-0.827815	200	209	0
8.630	+0.000000	+0.109804	-0.016409	-0.065883	+4.959631	+1.384083	-0.827815	-0.993377	199	208	0
8.640	+0.000000	+0.105098	-0.023441	-0.076864	+4.959631	+1.153403	-1.076159	-1.158940	195	207	0
8.650	+0.000000	+0.105098	-0.032818	-0.109806	+4.959631	+1.153403	-1.738411	-1.903974	190	208	0
8.660	+0.000000	+0.100392	-0.035162	-0.120786	+4.728950	+1.153403	-1.903974	-2.069536	190	209	0
8.670	+0.000000	+0.095686	-0.032818	-0.252553	+4.382930	+1.153403	-4.056291	-4.139073	193	209	0
8.680	+0.000000	+0.084706	-0.030474	-0.153728	+4.152249	+0.807382	-2.483444	-2.566225	194	210	0
8.690	+0.000000	+0.080000	-0.025785	-0.175689	+3.806228	+0.807382	-2.897351	-2.980132	196	210	0
8.700	+0.000000	+0.080000	-0.025785	-0.197650	+3.806228	+0.807382	-3.145695	-3.228477	198	211	0
8.710	+0.000000	+0.070588	-0.023441	-0.263534	+3.460208	+0.576701	-4.304636	-4.387417	200	212	0
8.720	+0.000000	+0.064314	-0.021097	-0.230592	+3.229527	+0.576701	-3.807947	-3.890728	202	213	0
8.730	+0.000000	+0.054902	-0.021097	-0.318436	+2.883506	+0.230681	-5.215232	-5.298013	203	214	0
8.740	+0.000000	+0.050196	-0.018753	-0.175689	+2.652826	+0.230681	-2.897351	-2.980132	204	214	0
8.750	+0.000000	+0.039216	-0.018753	-0.153728	+2.076125	+0.230681	-2.400662	-2.483444	205	215	0
8.760	+0.000000	+0.034510	-0.018753	-0.153728	+2.076125	+0.000000	-2.566225	-2.649007	206	216	0
8.770	+0.000000	+0.034510	-0.018753	-0.307456	+1.730104	+0.230681	-5.132450	-5.215232	207	216	0
8.780	+0.000000	+0.025098	-0.016409	-0.395300	+1.384083	+0.000000	-6.705298	-6.705298	209	217	0
8.790	+0.000000	+0.009412	-0.016409	-0.362359	+0.807382	-0.346021	-6.043046	-6.043046	210	218	0
8.800	+0.000000	-0.006275	-0.014065	+0.021961	+0.000000	-0.346021	+0.496689	+0.496689	210	218	0
8.810	+0.000000	+0.000000	-0.016409	+0.000000	+0.000000	+0.000000	+0.165563	+0.165563	211	219	0
8.820	+0.000000	+0.000000	-0.016409	-0.538048	+0.000000	+0.000000	-9.105960	-9.105960	211	219	0
8.830	+0.000000	-0.020392	-0.016409	-0.538048	-0.922722	-0.346021	-9.188742	-9.188742	212	219	0
8.840	+0.000000	-0.076863	-0.016409	-0.153728	-2.768166	-1.845444	-2.731788	-2.649007	211	219	0
8.850	+0.000000	-0.097255	-0.014065	+0.274514	-3.575548	-2.191465	+4.552980	+4.635762	211	219	0
8.860	+0.000000	-0.076863	-0.014065	-0.318436	-2.768166	-1.845444	-5.463576	-5.463576	211	217	0
8.870	+0.000000	-0.065882	-0.011721	-0.560009	-2.422145	-1.499423	-9.602649	-9.602649	210	216	0
8.880	+0.000000	-0.097255	-0.009376	-0.592950	-3.575548	-2.191465	-10.016556	-10.016556	210	215	0
8.890	+0.000000	-0.147451	-0.011721	-0.527067	-5.420992	-3.344867	-9.105960	-9.023179	208	214	0
8.900	+0.000000	-0.188235	-0.011721	-0.988251	-6.574394	-4.498270	-10.016556	-10.016556	208	214	0
8.910	+0.000000	+0.189804	-0.009376	-0.505106	-7.497116	-5.074971	-8.857616	-8.774834	211	216	0
8.920	+0.000000	+0.174118	-0.007032	-1.141979	-7.497116	-5.997693	-10.016556	-10.016556	214	218	0
8.930	+0.000000	+0.160000	-0.023441	-0.065883	-8.073818	-6.343714	-1.407285	-1.407285	206	218	0
8.940	+0.000000	+0.144314	-0.039850	-0.406281	-8.419839	-6.920415	-7.201987	-7.201987	196	216	0
8.950	+0.000000	+0.160000	-0.042194	-0.197650	-8.419839	-5.997693	-3.642384	-3.559603	192	215	0
8.960	+0.000000	+0.160000	-0.030474	+0.043922	-8.419839	-5.997693	+0.413907	+0.496689	194	210	0
8.970	+0.000000	+0.169412	-0.051571	-0.131767	-8.073818	-5.767013	-2.400662	-2.317881	183	210	0
8.980	+0.000000	+0.174118	-0.051571	-0.351378	-8.073818	-5.420992	-6.291391	-6.208609	184	211	0
8.990	+0.000000	+0.180392	-0.053915	-0.581970	-8.073818	-5.074971	-10.016556	-10.016556	185	213	0
9.000	+0.000000	+0.164706	-0.079700	-0.307456	-8.419839	-5.767013	-5.546358	-5.463576	177	219	0
9.010	+0.000000	+0.149020	-0.065635	-0.384320	-8.650519	-6.343714	-6.870861	-6.788079	181	216	0
9.020	+0.000000	+0.155294	-0.060947	-0.043922	-8.650519	-5.997693	-0.993377	-0.910596	178	210	0
9.030	+0.000000	+0.149020	-0.070323	-0.098825	-8.650519	-6.343714	-1.903974	-1.821192	182	218	0
9.040	+0.000000	+0.169412	-0.070323	-0.241572	-8.073818	-5.767013	-4.387417	-4.304636	182	219	0
9.050	+0.000000	+0.169412	-0.063291	+0.241572	-8.073818	-5.767013	+3.973510	+4.056291	183	217	0
9.060	+0.000000	+0.185098	-0.063291	+0.614912	-7.497116	-5.420992	+9.933775	+9.933775	194	227	0
9.070	+0.000000	-0.147451	-0.058603	+1.043154	-5.074971	-3.575548	+9.933775	+9.933775	195	226	0
9.080	+0.000000	-0.026667	-0.058603	+0.406281	-1.268743	-0.346021	+6.870861	+6.870861	201	232	0
9.090	+0.000000	+0.039216	-0.056259	-0.219611	+1.153403	+1.153403	-3.642384	-3.642384	202	231	0
9.100	+0.000000	+0.039216	-0.056259	+0.241572	+0.807382	+1.384083	+4.221854	+4.221854	199	229	0
9.110	+0.000000	+0.029804	-0.060947	+0.351378	+0.576701	+1.153403	+6.125828	+6.125828	200	232	0
9.120	+0.000000	+0.039216	-0.063291	+0.208631	+0.807382	+1.384083	+3.725166	+3.725166	202	235	0
9.130	+0.000000	+0.039216	-0.063291	+0.406281	+1.153403	+1.153403	+6.953642	+6.953642	205	239	0
9.140	+0.000000	+0.039216	-0.060947	+0.636873	+1.384083	+0.807382	+9.933775	+9.933775	207	239	0
9.150	+0.000000	+0.084706	-0.065635	+0.680795	+2.883506	+2.076125	+9.933775	+9.933775	207	241	0
9.160	+0.000000	+0.130196	-0.065635	+0.153728	+4.152249	+3.460208	+2.897351	+2.814570	201	236	0
9.170	+0.000000	+0.145882	-0.058603	+0.197650	+4.728950	+3.806228	+3.559603	+3.559603	203	234	0
9.180	+0.000000	+0.141176	-0.072668	+0.175689	+4.382930	+3.806228	+3.145695	+3.145695	200	238	0
9.190	+0.000000	+0.136471	-0.075012	+0.197650	+4.152249	+3.806228	+3.476821	+3.476821	196	235	0
9.200	+0.000000	+0.136471	-0.056259	+0.395300	+4.382930	+3.460208	+7.036424	+7.036424	200	230	0
9.210	+0.000000	+0.125490	-0.065635	+0.658834	+4.382930	+2.883506	+9.933775	+9.933775	194	229	0
9.220	+0.000000	+0.161569	-0.065635	+0.900406	+5.651672	+3.806228	+9.933775	+9.933775	198	232	0
9.230	+0.000000	+0.196078	-0.079700	+0.845503	+6.805075	+4.728950	+9.933775	+9.933775	195	237	0
9.240	+0.000000	-0.174118	-0.075012	-0.439223	+7.381776	+5.882353	-7.201987	-7.284768	190	230	0
9.250	+0.000000	+0.196078	-0.056259	+0.527067	+6.228374	+5.305652	+9.271523	+9.188742	197	226	0
9.260	+0.000000	+0.155294	-0.075012	+0.131767	+4.959631	+4.152249	+2.483444	+2.483444	185	224	0
9.270	+0.000000	+0.186667	-0.051571	+0.219611	+5.882353	+4.959631	+4.056291	+4.056291	193	220	0
9.280	+0.000000	+0.181961	-0.049226	+0.274514	+5.882353	+4.728950	+5.049669	+4.966887	197	223	0
9.290	+0.000000	+0.175686	-0.070323	+0.406281	+5.882353	+4.382930	+7.284768	+7.201987	188	226	0
9.300	+0.000000	+0.170980	-0.072668	+1.130998	+5.882353	+4.152249	+9.933775	+9.933775	186	224	0
9.310	+0.000000	+0.191373	-0.070323	+0.307456	+6.805075	+4.382930	+5.629139	+5.546358	185	221	0
9.320	+0.000000	+0.200784	-0.058603	-0.625892	+6.459054	+5.305652	-10.016556	-10.016556	190	221	0
9.330	+0.000000	+0.125490	-0.035162	+0.318436	+4.152249	+3.229527	+5.546358	+5.546358	195	213	0
9.340	+0.000000	+0.050196	-0.042194	+0.603931	+2.076125	+0.807382	+9.933775	+9.933775	188	209	0
9.350	+0.000000	+0.100392	-0.056259	-0.878445	+3.229527	+2.652826	-10.016556	-10.016556	180	210	0
9.360	+0.000000	+0.084706	-0.060947	-0.955309	+2.652826	+2.306805	-10.016556	-10.016556	178	210	0
9.370	+0.000000	-0.031373	-0.060947	-0.032942	-0.922722	-0.922722	-0.496689	-0.496689	177	210	0
9.380	+0.000000	+0.000000	-0.058603	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	179	209	0
9.390	+0.000000	-0.065882	-0.046882	+0.461184	-1.499423	-2.422145	+7.864238	+7.864238	186	209	0
9.400	+0.000000	-0.020392	-0.035162	-0.406281	+0.000000	-1.268743	-6.870861	-6.953642	192	210	0
9.410	+0.000000	-0.010980	-0.035162	-0.373339	+0.000000	-0.692042	-6.291391	-6.374172	194	213	0
9.420	+0.000000	-0.036078	-0.039850	+0.570989	-1.268743	-0.922722	+9.850993	+9.850993	194	215	0
9.430	+0.000000	-0.006275	-0.042194	+0.581970	+0.000000	-0.346021	+9.933775	+9.850993	195	216	0
9.440	+0.000000	+0.084706	-0.039850	+1.065115	+2.652826	+2.306805	+9.933775	+9.933775	195	215	0
9.450	+0.000000	+0.141176	-0.032818	-0.164708	+4.152249	+4.152249	-2.731788	-2.731788	194	211	0
9.460	+0.000000	+0.155294	-0.051571	-0.647853	+4.728950	+4.382930	-10.016556	-10.016556	183	209	0
9.470	+0.000000	+0.095686	-0.065635	-0.318436	+2.883506	+2.652826	-5.215232	-5.215232	176	210	0
9.480	+0.000000	+0.014118	-0.065635	+0.669814	+0.576701	+0.230681	+9.933775	+9.933775	177	211	0
9.490	+0.000000	+0.059608	-0.063291	+0.032942	+1.730104	+1.730104	+0.662252	+0.662252	178	211	0
9.500	+0.000000	+0.000000	-0.063291	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	178	211	0
9.510	+0.000000	+0.084706	-0.060947	-0.768640	+2.652826	+2.306805	-10.016556	-10.016556	179	211	0
9.520	+0.000000	+0.025098	-0.053915	+0.944329	+0.807382	+0.576701	+9.933775	+9.933775	181	210	0
9.530	+0.000000	-0.006275	-0.049226	+0.010981	+0.000000	-0.346021	+0.331126	+0.331126	185	211	0
9.540	+0.000000	+0.070588	-0.046882	+0.076864	+1.730104	+2.306805	+1.490066	+1.490066	186	210	0
9.550	+0.000000	+0.075294	-0.046882	-0.647853	+2.076125	+2.306805	-10.016556	-10.016556	186	210	0
9.560	+0.000000	+0.025098	-0.046882	-0.450203	+0.576701	+0.807382	-7.615894	-7.615894	186	210	0
9.570	+0.000000	-0.051765	-0.044538	-0.373339	-1.499423	-1.499423	-6.291391	-6.291391	187	210	0
9.580	+0.000000	-0.072157	-0.042194	+0.560009	-2.191465	-2.191465	+9.602649	+9.602649	187	210	0
9.590	+0.000000	-0.015686	-0.044538	-0.516087	-0.346021	-0.692042	-8.774834	-8.774834	186	210	0
9.600	+0.000000	+0.018824	-0.049226	-0.439223	+0.576701	+0.576701	-7.450331	-7.450331	184	210	0
9.610	+0.000000	-0.061176	-0.051571	-0.285495	-1.845444	-1.845444	-4.884106	-4.884106	183	210	0
9.620	+0.000000	-0.081569	-0.051571	+0.340397	-2.422145	-2.422145	+5.877483	+5.877483	183	210	0
9.630	+0.000000	-0.061176	-0.053915	-0.131767	-1.845444	-1.845444	-2.152318	-2.152318	182	211	0
9.640	+0.000000	-0.047059	-0.051571	-0.538048	-1.499423	-1.268743	-9.105960	-9.105960	183	210	0
9.650	+0.000000	-0.065882	-0.049226	-0.208631	-2.191465	-1.845444	-3.642384	-3.642384	184	209	0
9.660	+0.000000	-0.092549	-0.046882	-0.131767	-2.998847	-2.422145	-2.400662	-2.317881	184	208	0
9.670	+0.000000	-0.081569	-0.037506	+0.120786	-2.768166	-2.191465	+2.069536	+2.069536	188	208	0
9.680	+0.000000	-0.076863	-0.025785	-0.175689	-2.422145	-2.191465	-3.062914	-3.062914	195	208	0
9.690	+0.000000	-0.072157	-0.023441	-0.384320	-2.191465	-2.191465	-6.622517	-6.622517	199	211	0
9.700	+0.000000	-0.072157	-0.028129	-0.087845	-2.422145	-1.845444	-1.572848	-1.572848	199	213	0
9.710	+0.000000	-0.081569	-0.035162	+0.065883	-2.422145	-2.422145	+0.993377	+0.993377	197	215	0
9.720	+0.000000	-0.076863	-0.044538	+0.032942	-2.422145	-2.191465	+0.413907	+0.496689	194	216	0
9.730	+0.000000	-0.072157	-0.053915	-0.208631	-2.191465	-2.191465	-3.559603	-3.559603	189	217	0
9.740	+0.000000	-0.065882	-0.058603	-0.153728	-2.191465	-1.845444	-2.566225	-2.566225	187	217	0
9.750	+0.000000	-0.072157	-0.058603	+0.010981	-2.191465	-2.191465	+0.248344	+0.248344	186	216	0
9.760	+0.000000	-0.061176	-0.060947	+0.010981	-2.191465	-1.499423	+0.082781	+0.082781	185	217	0
9.770	+0.000000	-0.061176	-0.063291	-0.043922	-1.845444	-1.845444	-0.827815	-0.827815	185	218	0
9.780	+0.000000	-0.056471	-0.060947	-0.120786	-1.845444	-1.499423	-2.069536	-2.069536	185	218	0
9.790	+0.000000	-0.051765	-0.056259	-0.362359	-1.845444	-1.268743	-6.208609	-6.208609	187	216	0
9.800	+0.000000	-0.051765	-0.053915	-0.186670	-1.845444	-1.268743	-3.228477	-3.145695	187	216	0
