# Balancin telemetria  2026-05-26 01:39:43
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl	Sr	modo_sol
2.370	+0.000000	-0.172549	-0.025785	+0.669814	-4.844291	-5.420992	+9.933775	+9.933775	242	255	0
2.380	+0.000000	-0.106667	-0.028129	+0.494125	-2.998847	-3.344867	-10.016556	-10.016556	241	255	0
2.390	+0.000000	-0.076863	-0.028129	-1.120018	-2.422145	-2.191465	-10.016556	-10.016556	240	255	0
2.400	+0.000000	-0.167843	-0.028129	+0.527067	-5.074971	-4.844291	+9.933775	+9.933775	240	255	0
2.410	+0.000000	-0.142745	-0.032818	+0.549028	-4.267589	-4.267589	+7.533113	+7.533113	237	255	0
2.420	+0.000000	-0.020392	-0.032818	+0.417261	-0.692042	-0.692042	-10.016556	-10.016556	238	255	0
2.430	+0.000000	-0.036078	-0.032818	-0.680795	-1.268743	-0.922722	-10.016556	-10.016556	238	255	0
2.440	+0.000000	-0.138039	-0.032818	+0.823542	-4.267589	-3.921569	+9.933775	+9.933775	238	255	0
2.450	+0.000000	-0.117647	-0.030474	+1.109037	-3.575548	-3.344867	+9.933775	+9.933775	239	255	0
2.460	+0.000000	+0.029804	-0.030474	+0.527067	+0.807382	+0.807382	-10.016556	-10.016556	238	255	0
2.470	+0.000000	+0.000000	-0.030474	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	239	255	0
2.480	+0.000000	+0.000000	-0.030474	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	239	255	0
2.490	+0.000000	-0.036078	-0.028129	+0.658834	-1.268743	-0.922722	+9.933775	+9.933775	240	255	0
2.500	+0.000000	+0.009412	-0.028129	+0.856484	+0.000000	+0.576701	+9.933775	+9.933775	240	255	0
2.510	+0.000000	+0.000000	-0.028129	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	241	255	0
2.520	+0.000000	+0.000000	-0.028129	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	240	255	0
2.530	+0.000000	+0.080000	-0.030474	+1.240804	+2.076125	+2.652826	+9.933775	+9.933775	239	255	0
2.540	+0.000000	+0.105098	-0.025785	+0.636873	+2.883506	+3.229527	-10.016556	-10.016556	241	255	0
2.550	+0.000000	+0.090980	-0.035162	+0.955309	+2.652826	+2.652826	+9.933775	+9.933775	237	255	0
2.560	+0.000000	+0.050196	-0.035162	+0.658834	+1.153403	+1.730104	-10.016556	-10.016556	237	255	0
2.570	+0.000000	+0.054902	-0.035162	+0.658834	+1.384083	+1.730104	+0.662252	+0.662252	236	255	0
2.580	+0.000000	-0.026667	-0.037506	+1.065115	-0.922722	-0.692042	+9.933775	+9.933775	236	255	0
2.590	+0.000000	+0.034510	-0.037506	+0.527067	+1.153403	+0.807382	-10.016556	-10.016556	236	255	0
2.600	+0.000000	+0.050196	-0.037506	+0.779620	+1.384083	+1.384083	+9.933775	+9.933775	236	255	0
2.610	+0.000000	+0.004706	-0.035162	+0.702756	+0.230681	+0.000000	-10.016556	-10.016556	236	255	0
2.620	+0.000000	+0.000000	-0.035162	-0.175689	+0.230681	-0.346021	-10.016556	-10.016556	237	255	0
2.630	+0.000000	-0.111373	-0.035162	+0.527067	-3.344867	-3.344867	+9.933775	+9.933775	236	255	0
2.640	+0.000000	+0.000000	-0.035162	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	237	255	0
2.650	+0.000000	+0.000000	-0.032818	+0.065883	+0.000000	+0.000000	+9.933775	+9.933775	238	255	0
2.660	+0.000000	+0.034510	-0.032818	+0.823542	+1.153403	+0.807382	+9.933775	+9.933775	238	255	0
2.670	+0.000000	+0.100392	-0.030474	+0.834523	+3.229527	+2.652826	+2.483444	+2.483444	238	255	0
2.680	+0.000000	+0.000000	-0.028129	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	240	255	0
2.690	+0.000000	+0.090980	-0.037506	+1.010212	+2.652826	+2.652826	+9.933775	+9.933775	236	255	0
2.700	+0.000000	+0.105098	-0.037506	+0.549028	+2.883506	+3.229527	-10.016556	-10.016556	235	255	0
2.710	+0.000000	+0.095686	-0.042194	+1.043154	+2.652826	+2.883506	+9.933775	+9.933775	233	255	0
2.720	+0.000000	+0.054902	-0.039850	+1.076095	+1.730104	+1.384083	+9.933775	+9.933775	234	255	0
2.730	+0.000000	+0.141176	-0.044538	+0.274514	+4.152249	+4.152249	-10.016556	-10.016556	232	255	0
2.740	+0.000000	+0.125490	-0.046882	+0.823542	+3.460208	+3.806228	+9.933775	+9.933775	231	255	0
2.750	+0.000000	+0.070588	-0.053915	+1.087076	+2.076125	+2.076125	+9.933775	+9.933775	227	255	0
2.760	+0.000000	+0.155294	-0.056259	+0.614912	+4.382930	+4.728950	-10.016556	-10.016556	225	255	0
2.770	+0.000000	+0.130196	-0.065635	+0.208631	+3.806228	+3.806228	-10.016556	-10.016556	221	255	0
2.780	+0.000000	-0.010980	-0.065635	+1.130998	-0.346021	-0.346021	+9.933775	+9.933775	221	255	0
2.790	+0.000000	+0.000000	-0.063291	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	220	253	0
2.800	+0.000000	+0.059608	-0.065635	-0.285495	+1.384083	+2.076125	-10.016556	-10.016556	219	252	0
2.810	+0.000000	+0.014118	-0.063291	+0.120786	+0.000000	+0.807382	+9.933775	+9.933775	217	250	0
2.820	+0.000000	+0.000000	-0.065635	+0.450203	-0.692042	+0.576701	+9.933775	+9.933775	215	249	0
2.830	+0.000000	+0.100392	-0.060947	+0.779620	+2.652826	+3.229527	+9.933775	+9.933775	216	248	0
2.840	+0.000000	+0.155294	-0.063291	-0.274514	+4.152249	+4.959631	-10.016556	-10.016556	212	246	0
2.850	+0.000000	+0.109804	-0.058603	+1.098056	+2.883506	+3.460208	+9.933775	+9.933775	211	241	0
2.860	+0.000000	+0.059608	-0.067979	+0.878445	+1.384083	+2.076125	-10.016556	-10.016556	199	235	0
2.870	+0.000000	+0.059608	-0.084388	+0.043922	+1.730104	+1.730104	-10.016556	-10.016556	191	235	0
2.880	+0.000000	+0.000000	-0.082044	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	190	232	0
2.890	+0.000000	-0.072157	-0.084388	+0.790601	-2.191465	-2.191465	+9.933775	+9.933775	187	232	0
2.900	+0.000000	-0.010980	-0.067979	-0.076864	-0.346021	-0.346021	-10.016556	-10.016556	191	227	0
2.910	+0.000000	+0.004706	-0.053915	+0.241572	+0.000000	+0.230681	+9.933775	+9.933775	198	226	0
2.920	+0.000000	-0.026667	-0.053915	+0.669814	-0.922722	-0.692042	+9.933775	+9.933775	199	227	0
2.930	+0.000000	+0.059608	-0.053915	+0.307456	+1.730104	+1.730104	-10.016556	-10.016556	197	225	0
2.940	+0.000000	+0.045490	-0.056259	-0.021961	+1.153403	+1.384083	-10.016556	-10.016556	191	220	0
2.950	+0.000000	-0.072157	-0.072668	+0.208631	-1.845444	-2.422145	+9.933775	+9.933775	183	221	0
2.960	+0.000000	-0.047059	-0.075012	+0.197650	-1.499423	-1.268743	-3.228477	-3.228477	181	220	0
2.970	+0.000000	+0.029804	-0.070323	+0.120786	+0.807382	+0.807382	-10.016556	-10.016556	182	218	0
2.980	+0.000000	-0.020392	-0.060947	+0.153728	-0.346021	-0.922722	+9.933775	+9.933775	183	216	0
2.990	+0.000000	-0.020392	-0.056259	+0.241572	-0.346021	-0.922722	+9.933775	+9.933775	185	215	0
3.000	+0.000000	+0.090980	-0.053915	+0.230592	+2.883506	+2.306805	-4.801325	-4.884106	187	215	0
3.010	+0.000000	+0.000000	-0.051571	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	187	214	0
3.020	+0.000000	+0.070588	-0.063291	-0.186670	+1.730104	+2.306805	-10.016556	-10.016556	180	214	0
3.030	+0.000000	+0.018824	-0.072668	+0.614912	+0.576701	+0.576701	+9.933775	+9.933775	178	216	0
3.040	+0.000000	+0.000000	-0.070323	+0.834523	+0.230681	-0.346021	+9.933775	+9.933775	178	216	0
3.050	+0.000000	+0.109804	-0.070323	+1.196882	+3.229527	+3.229527	+9.933775	+9.933775	178	215	0
3.060	+0.000000	+0.181961	-0.070323	-0.076864	+5.305652	+5.305652	-10.016556	-10.016556	179	215	0
3.070	+0.000000	+0.120784	-0.065635	-0.142747	+3.460208	+3.460208	-10.016556	-10.016556	180	214	0
3.080	+0.000000	-0.020392	-0.058603	-0.724717	-0.692042	-0.692042	-10.016556	-10.016556	183	213	0
3.090	+0.000000	-0.092549	-0.051571	-1.251784	-2.768166	-2.768166	-10.016556	-10.016556	186	214	0
3.100	+0.000000	-0.131765	-0.053915	+0.032942	-4.267589	-3.575548	+9.933775	+9.933775	184	212	0
3.110	+0.000000	-0.101961	-0.056259	-0.065883	-2.768166	-3.344867	-10.016556	-10.016556	185	214	0
3.120	+0.000000	-0.051765	-0.044538	+0.581970	-1.499423	-1.499423	+9.933775	+9.933775	187	211	0
3.130	+0.000000	-0.061176	-0.039850	+0.054903	-1.845444	-1.845444	-10.016556	-10.016556	192	212	0
3.140	+0.000000	-0.036078	-0.037506	-0.208631	-0.922722	-1.268743	-10.016556	-10.016556	193	212	0
3.150	+0.000000	-0.131765	-0.035162	-0.944329	-3.921569	-3.921569	-10.016556	-10.016556	194	212	0
3.160	+0.000000	-0.167843	-0.032818	-0.439223	-5.074971	-4.844291	+9.933775	+9.933775	195	212	0
3.170	+0.000000	+0.000000	-0.042194	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	189	211	0
3.180	+0.000000	-0.026667	-0.044538	-0.625892	-0.922722	-0.692042	-10.016556	-10.016556	188	211	0
3.190	+0.000000	+0.000000	-0.035162	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	191	210	0
3.200	+0.000000	-0.122353	-0.032818	+0.153728	-3.921569	-3.344867	+9.933775	+9.933775	192	209	0
3.210	+0.000000	-0.061176	-0.030474	-0.131767	-2.191465	-1.499423	-10.016556	-10.016556	193	209	0
3.220	+0.000000	-0.020392	-0.030474	+0.043922	-1.268743	+0.000000	+9.933775	+9.933775	192	207	0
3.230	+0.000000	-0.036078	-0.035162	-0.603931	-1.268743	-0.922722	-10.016556	-10.016556	190	208	0
3.240	+0.000000	+0.000000	-0.039850	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	188	209	0
3.250	+0.000000	-0.065882	-0.039850	-0.966290	-2.768166	-1.268743	-10.016556	-10.016556	189	209	0
3.260	+0.000000	-0.081569	-0.042194	+0.065883	-3.344867	-1.499423	+9.933775	+9.933775	188	210	0
3.270	+0.000000	-0.061176	-0.042194	+0.955309	-2.768166	-0.922722	+9.933775	+9.933775	188	210	0
3.280	+0.000000	+0.064314	-0.039850	-0.812562	+1.153403	+2.652826	-10.016556	-10.016556	189	210	0
3.290	+0.000000	+0.000000	-0.039850	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	189	210	0
3.300	+0.000000	-0.040784	-0.037506	-0.054903	-2.191465	-0.346021	-10.016556	-10.016556	190	210	0
3.310	+0.000000	-0.061176	-0.039850	+0.274514	-2.422145	-1.268743	+9.933775	+9.933775	190	211	0
3.320	+0.000000	-0.036078	-0.035162	+0.120786	-1.845444	-0.346021	-10.016556	-10.016556	192	210	0
3.330	+0.000000	+0.004706	-0.032818	-0.153728	-0.692042	+0.807382	-10.016556	-10.016556	192	209	0
3.340	+0.000000	-0.097255	-0.035162	-0.307456	-3.344867	-2.422145	-10.016556	-10.016556	191	209	0
3.350	+0.000000	-0.177255	-0.037506	-0.702756	-5.767013	-4.844291	-10.016556	-10.016556	190	210	0
3.360	+0.000000	-0.192941	-0.044538	+0.472164	-6.574394	-4.844291	+9.933775	+9.933775	188	212	0
3.370	+0.000000	-0.142745	-0.053915	-0.131767	-4.498270	-3.921569	-10.016556	-10.016556	185	213	0
3.380	+0.000000	+0.000000	-0.056259	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	181	210	0
3.390	+0.000000	-0.127059	-0.053915	-1.350609	-3.921569	-3.575548	-10.016556	-10.016556	182	210	0
3.400	+0.000000	-0.142745	-0.053915	-0.241572	-4.267589	-4.267589	+9.933775	+9.933775	181	209	0
3.410	+0.000000	-0.127059	-0.053915	+0.779620	-3.575548	-3.921569	+9.933775	+9.933775	180	208	0
3.420	+0.000000	+0.018824	-0.053915	+0.219611	+0.576701	+0.576701	-10.016556	-10.016556	179	208	0
3.430	+0.000000	+0.039216	-0.053915	+1.240804	+1.153403	+1.153403	+9.933775	+9.933775	180	208	0
3.440	+0.000000	+0.004706	-0.053915	-0.834523	+0.230681	+0.000000	-10.016556	-10.016556	180	208	0
3.450	+0.000000	+0.014118	-0.053915	-0.757659	+0.576701	+0.230681	+9.933775	+9.933775	180	208	0
3.460	+0.000000	-0.015686	-0.053915	+0.043922	-0.692042	-0.346021	+9.933775	+9.933775	179	208	0
3.470	+0.000000	+0.084706	-0.053915	+0.351378	+2.306805	+2.652826	+9.933775	+9.933775	179	208	0
3.480	+0.000000	+0.136471	-0.056259	-1.098056	+3.806228	+4.152249	-10.016556	-10.016556	180	209	0
3.490	+0.000000	+0.000000	-0.051571	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	184	212	0
3.500	+0.000000	+0.025098	-0.051571	-0.801581	+0.576701	+0.807382	-10.016556	-10.016556	185	212	0
3.510	+0.000000	-0.006275	-0.044538	+0.241572	-0.346021	+0.000000	+9.933775	+9.933775	186	210	0
3.520	+0.000000	+0.009412	-0.046882	+0.735698	+0.230681	+0.230681	+9.933775	+9.933775	186	211	0
3.530	+0.000000	+0.100392	-0.049226	+0.032942	+2.883506	+2.883506	-10.016556	-10.016556	186	212	0
3.540	+0.000000	+0.000000	-0.046882	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	187	212	0
3.550	+0.000000	+0.000000	-0.044538	+0.043922	+0.000000	+0.000000	+9.933775	+9.933775	188	210	0
3.560	+0.000000	+0.029804	-0.037506	+1.130998	+0.807382	+0.807382	+9.933775	+9.933775	190	210	0
3.570	+0.000000	+0.136471	-0.032818	-0.263534	+4.152249	+3.806228	-10.016556	-10.016556	192	209	0
3.580	+0.000000	+0.109804	-0.030474	-0.406281	+3.229527	+3.229527	-10.016556	-10.016556	193	209	0
3.590	+0.000000	-0.026667	-0.030474	-1.065115	-0.692042	-0.922722	-10.016556	-10.016556	194	210	0
3.600	+0.000000	-0.101961	-0.030474	-0.889426	-2.998847	-2.998847	+9.933775	+9.933775	196	211	0
3.610	+0.000000	-0.056471	-0.025785	+1.317668	-1.845444	-1.499423	+9.933775	+9.933775	196	210	0
3.620	+0.000000	+0.064314	-0.028129	-0.603931	+1.730104	+2.076125	-10.016556	-10.016556	196	210	0
3.630	+0.000000	+0.000000	-0.028129	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	196	210	0
3.640	+0.000000	-0.036078	-0.023441	+0.186670	-0.922722	-1.268743	+9.933775	+9.933775	198	210	0
3.650	+0.000000	+0.004706	-0.021097	+0.867465	+0.230681	+0.000000	+9.933775	+9.933775	200	210	0
3.660	+0.000000	+0.116078	-0.018753	+0.252553	+3.460208	+3.229527	-10.016556	-10.016556	201	211	0
3.670	+0.000000	+0.000000	-0.018753	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	203	212	0
3.680	+0.000000	+0.014118	-0.016409	-0.702756	+0.230681	+0.576701	-10.016556	-10.016556	205	213	0
3.690	+0.000000	-0.026667	-0.018753	-0.834523	-1.268743	-0.346021	-10.016556	-10.016556	206	215	0
3.700	+0.000000	-0.072157	-0.016409	+0.032942	-2.422145	-1.845444	+9.933775	+9.933775	207	216	0
3.710	+0.000000	-0.051765	-0.014065	+0.307456	-1.845444	-1.268743	+9.933775	+9.933775	208	214	0
3.720	+0.000000	+0.070588	-0.016409	-0.395300	+2.076125	+2.076125	-10.016556	-10.016556	206	214	0
3.730	+0.000000	+0.045490	-0.016409	+0.735698	+1.153403	+1.384083	+9.933775	+9.933775	207	215	0
3.740	+0.000000	+0.004706	-0.016409	-0.131767	-0.346021	+0.576701	-10.016556	-10.016556	208	216	0
3.750	+0.000000	+0.018824	-0.014065	-1.240804	+0.230681	+0.807382	-10.016556	-10.016556	210	217	0
3.760	+0.000000	-0.081569	-0.014065	-1.306687	-2.998847	-1.845444	-10.016556	-10.016556	211	218	0
3.770	+0.000000	-0.122353	-0.014065	-0.010981	-4.267589	-2.998847	+9.933775	+9.933775	211	218	0
3.780	+0.000000	-0.081569	-0.018753	+0.406281	-2.768166	-2.191465	+9.933775	+9.933775	208	218	0
3.790	+0.000000	+0.034510	-0.016409	+0.032942	+0.807382	+1.153403	-10.016556	-10.016556	208	216	0
3.800	+0.000000	+0.000000	-0.016409	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	209	216	0
3.810	+0.000000	-0.036078	-0.014065	+0.439223	-0.922722	-1.268743	+9.933775	+9.933775	210	218	0
3.820	+0.000000	+0.000000	-0.014065	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	212	218	0
3.830	+0.000000	+0.075294	-0.014065	-0.450203	+2.652826	+1.730104	-10.016556	-10.016556	212	220	0
3.840	+0.000000	+0.025098	-0.014065	-0.483145	+0.807382	+0.576701	-10.016556	-10.016556	213	219	0
3.850	+0.000000	-0.072157	-0.014065	-0.439223	-2.768166	-1.499423	+9.933775	+9.933775	213	220	0
3.860	+0.000000	-0.061176	-0.011721	+0.746678	-2.422145	-1.268743	+9.933775	+9.933775	213	219	0
3.870	+0.000000	+0.064314	-0.014065	-1.043154	+1.730104	+2.076125	-10.016556	-10.016556	212	218	0
3.880	+0.000000	+0.059608	-0.011721	+0.010981	+1.730104	+1.730104	+9.933775	+9.933775	212	218	0
3.890	+0.000000	+0.004706	-0.011721	+0.065883	+0.000000	+0.230681	+9.933775	+9.933775	213	219	0
3.900	+0.000000	+0.109804	-0.011721	+0.329417	+3.229527	+3.229527	+9.933775	+9.933775	214	220	0
3.910	+0.000000	+0.181961	-0.011721	-0.186670	+4.959631	+5.651672	-10.016556	-10.016556	215	220	0
3.920	+0.000000	+0.130196	-0.004688	-0.241572	+3.460208	+4.152249	-10.016556	-10.016556	220	222	0
3.930	+0.000000	+0.000000	-0.014065	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	218	225	0
3.940	+0.000000	-0.010980	-0.021097	-0.592950	+0.000000	-0.692042	-10.016556	-10.016556	216	227	0
3.950	+0.000000	-0.026667	-0.023441	-1.262765	-0.922722	-0.692042	-10.016556	-10.016556	215	227	0
3.960	+0.000000	-0.101961	-0.021097	-0.384320	-3.344867	-2.768166	+9.933775	+9.933775	215	226	0
3.970	+0.000000	-0.076863	-0.021097	+0.867465	-2.422145	-2.191465	+9.933775	+9.933775	214	225	0
3.980	+0.000000	+0.050196	-0.023441	-0.549028	+1.384083	+1.384083	-10.016556	-10.016556	212	224	0
3.990	+0.000000	+0.000000	-0.021097	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	214	224	0
4.000	+0.000000	-0.036078	-0.018753	-1.130998	-0.922722	-1.268743	-10.016556	-10.016556	215	225	0
4.010	+0.000000	+0.000000	-0.018753	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	216	226	0
4.020	+0.000000	-0.086275	-0.018753	-0.164708	-2.998847	-2.191465	-10.016556	-10.016556	217	226	0
4.030	+0.000000	-0.092549	-0.023441	-0.065883	-2.998847	-2.422145	+9.933775	+9.933775	214	226	0
4.040	+0.000000	-0.076863	-0.016409	-1.350609	-2.422145	-2.191465	-10.016556	-10.016556	215	224	0
4.050	+0.000000	+0.000000	-0.056259	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	194	224	0
4.060	+0.000000	-0.081569	-0.018753	+0.043922	-2.191465	-2.768166	+9.933775	+9.933775	214	224	0
4.070	+0.000000	-0.031373	-0.016409	-0.142747	-0.692042	-1.268743	-10.016556	-10.016556	214	222	0
4.080	+0.000000	+0.004706	-0.016409	-1.163940	+0.230681	+0.000000	-10.016556	-10.016556	213	222	0
4.090	+0.000000	-0.086275	-0.016409	-0.494125	-2.422145	-2.768166	+9.933775	+9.933775	213	221	0
4.100	+0.000000	-0.051765	-0.018753	-0.373339	-1.268743	-1.845444	+9.933775	+9.933775	211	220	0
4.110	+0.000000	+0.075294	-0.016409	-1.021192	+2.652826	+1.730104	-10.016556	-10.016556	211	218	0
4.120	+0.000000	+0.064314	-0.014065	+0.065883	+2.076125	+1.730104	+9.933775	+9.933775	210	217	0
4.130	+0.000000	+0.025098	-0.014065	+0.252553	+0.807382	+0.576701	+9.933775	+9.933775	209	216	0
4.140	+0.000000	+0.125490	-0.011721	+0.219611	+3.806228	+3.460208	-10.016556	-10.016556	209	215	0
4.150	+0.000000	+0.000000	-0.011721	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	210	215	0
4.160	+0.000000	+0.009412	-0.016409	-1.021192	+0.230681	+0.230681	-10.016556	-10.016556	210	218	0
4.170	+0.000000	-0.010980	-0.016409	-0.570989	-0.346021	-0.346021	+9.933775	+9.933775	209	218	0
4.180	+0.000000	+0.000000	-0.016409	-0.263534	+0.230681	-0.346021	+9.933775	+9.933775	208	216	0
4.190	+0.000000	+0.109804	-0.018753	+0.164708	+3.460208	+2.883506	+9.933775	+9.933775	207	216	0
4.200	+0.000000	+0.000000	-0.018753	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	206	215	0
4.210	+0.000000	+0.000000	-0.016409	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	207	215	0
4.220	+0.000000	+0.155294	-0.009376	+0.010981	+4.728950	+4.382930	+7.367550	+7.284768	212	216	0
4.230	+0.000000	+0.150588	-0.011721	+0.296475	+4.728950	+4.152249	+9.933775	+9.933775	213	219	0
4.240	+0.000000	+0.181961	-0.014065	-0.252553	+5.305652	+5.305652	-10.016556	-10.016556	214	221	0
4.250	+0.000000	+0.150588	-0.014065	-0.417261	+4.728950	+4.152249	-10.016556	-10.016556	217	225	0
4.260	+0.000000	+0.018824	-0.016409	-1.120018	+0.576701	+0.576701	-10.016556	-10.016556	220	229	0
4.270	+0.000000	-0.047059	-0.018753	-1.295707	-1.499423	-1.268743	-10.016556	-10.016556	221	230	0
4.280	+0.000000	-0.106667	-0.016409	-0.098825	-3.344867	-2.998847	+9.933775	+9.933775	220	228	0
4.290	+0.000000	-0.086275	-0.018753	-0.263534	-2.422145	-2.768166	-10.016556	-10.016556	218	227	0
4.300	+0.000000	-0.047059	-0.011721	-0.867465	-1.268743	-1.499423	-10.016556	-10.016556	218	224	0
4.310	+0.000000	-0.138039	-0.011721	-0.340397	-3.921569	-4.267589	+9.933775	+9.933775	217	222	0
4.320	+0.000000	-0.117647	-0.009376	-0.098825	-3.575548	-3.344867	+9.933775	+9.933775	218	222	0
4.330	+0.000000	+0.014118	-0.007032	-0.538048	+0.000000	+0.807382	-10.016556	-10.016556	218	221	0
4.340	+0.000000	+0.025098	-0.009376	+0.779620	+0.000000	+1.384083	+9.933775	+9.933775	217	221	0
4.350	+0.000000	+0.004706	-0.009376	-0.219611	-0.346021	+0.576701	-10.016556	-10.016556	217	222	0
4.360	+0.000000	+0.018824	-0.009376	-0.955309	+0.230681	+0.807382	-10.016556	-10.016556	218	223	0
4.370	+0.000000	-0.072157	-0.011721	-0.417261	-2.422145	-1.845444	+9.933775	+9.933775	218	224	0
4.380	+0.000000	-0.056471	-0.011721	+0.538048	-2.191465	-1.268743	+9.933775	+9.933775	218	224	0
4.390	+0.000000	+0.070588	-0.009376	-0.439223	+1.730104	+2.306805	-10.016556	-10.016556	217	222	0
4.400	+0.000000	+0.000000	-0.011721	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	216	222	0
4.410	+0.000000	-0.026667	-0.014065	-0.560009	-1.268743	-0.346021	-10.016556	-10.016556	216	223	0
4.420	+0.000000	-0.056471	-0.014065	+0.669814	-2.191465	-1.268743	+9.933775	+9.933775	218	224	0
4.430	+0.000000	-0.040784	-0.014065	+0.142747	-1.845444	-0.692042	-10.016556	-10.016556	217	225	0
4.440	+0.000000	+0.004706	-0.014065	-1.120018	-0.346021	+0.576701	-10.016556	-10.016556	217	224	0
4.450	+0.000000	+0.000000	-0.011721	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	218	223	0
4.460	+0.000000	-0.106667	-0.014065	+0.197650	-3.921569	-2.422145	+9.933775	+9.933775	215	222	0
4.470	+0.000000	-0.040784	-0.011721	-0.318436	-1.845444	-0.692042	-10.016556	-10.016556	213	218	0
4.480	+0.000000	-0.020392	-0.014065	-0.592950	-0.922722	-0.346021	-10.016556	-10.016556	211	217	0
4.490	+0.000000	-0.111373	-0.014065	+0.219611	-3.575548	-2.998847	+9.933775	+9.933775	209	216	0
4.500	+0.000000	-0.106667	-0.014065	-0.109806	-3.575548	-2.768166	-10.016556	-10.016556	209	216	0
4.510	+0.000000	-0.051765	-0.014065	-1.065115	-1.845444	-1.268743	-10.016556	-10.016556	209	215	0
4.520	+0.000000	-0.127059	-0.014065	-0.955309	-4.498270	-2.998847	+9.933775	+9.933775	208	215	0
4.530	+0.000000	-0.097255	-0.014065	+0.351378	-3.575548	-2.191465	+9.933775	+9.933775	206	214	0
4.540	+0.000000	+0.029804	-0.016409	-1.152959	+0.230681	+1.384083	-10.016556	-10.016556	204	213	0
4.550	+0.000000	+0.000000	-0.016409	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	204	212	0
4.560	+0.000000	-0.040784	-0.016409	+0.285495	-1.499423	-0.922722	+9.933775	+9.933775	204	212	0
4.570	+0.000000	+0.014118	-0.018753	+1.218843	+0.000000	+0.807382	+9.933775	+9.933775	203	212	0
4.580	+0.000000	+0.109804	-0.018753	-0.790601	+3.229527	+3.229527	-10.016556	-10.016556	202	211	0
4.590	+0.000000	+0.100392	-0.016409	-0.241572	+2.883506	+2.883506	+9.933775	+9.933775	202	211	0
4.600	+0.000000	+0.054902	-0.018753	+0.175689	+1.730104	+1.384083	+9.933775	+9.933775	202	211	0
4.610	+0.000000	+0.130196	-0.018753	-0.230592	+3.806228	+3.806228	-10.016556	-10.016556	202	212	0
4.620	+0.000000	+0.109804	-0.018753	-0.373339	+2.883506	+3.460208	-10.016556	-10.016556	204	213	0
4.630	+0.000000	+0.000000	-0.014065	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	207	214	0
4.640	+0.000000	-0.047059	-0.016409	-0.153728	-1.268743	-1.499423	-10.016556	-10.016556	206	215	0
4.650	+0.000000	-0.051765	-0.018753	-1.098056	-1.268743	-1.845444	-10.016556	-10.016556	205	215	0
4.660	+0.000000	-0.122353	-0.021097	-0.208631	-3.575548	-3.575548	+9.933775	+9.933775	203	213	0
4.670	+0.000000	-0.097255	-0.025785	+0.900406	-2.998847	-2.768166	+9.933775	+9.933775	199	212	0
4.680	+0.000000	+0.025098	-0.025785	-0.680795	+0.807382	+0.576701	-10.016556	-10.016556	196	210	0
4.690	+0.000000	+0.000000	-0.028129	-1.394532	+0.000000	+0.000000	+0.000000	+0.000000	195	210	0
4.700	+0.000000	-0.056471	-0.028129	-0.691776	-1.499423	-1.845444	-10.016556	-10.016556	195	210	0
4.710	+0.000000	-0.086275	-0.028129	+0.318436	-2.422145	-2.768166	+9.933775	+9.933775	195	210	0
4.720	+0.000000	-0.051765	-0.025785	-0.175689	-1.268743	-1.845444	-10.016556	-10.016556	196	209	0
4.730	+0.000000	-0.020392	-0.025785	-0.581970	-0.692042	-0.692042	-10.016556	-10.016556	196	209	0
4.740	+0.000000	-0.117647	-0.028129	-0.307456	-3.344867	-3.575548	+9.933775	+9.933775	195	210	0
