# Balancin telemetria  2026-05-25 23:06:01
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl	Sr	modo_sol
19.930	+0.000000	+0.000000	+0.000000	+1.098056	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
19.940	+0.000000	+0.000000	+0.000000	+1.098056	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
19.950	+0.000000	+0.000000	+0.000000	+1.098056	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
19.960	+0.000000	+0.000000	+0.000000	+1.098056	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
19.970	+0.000000	+0.000000	+0.000000	+1.098056	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
19.980	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
19.990	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.000	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.010	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.020	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.030	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.040	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.050	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.060	+0.000000	+0.000000	+0.000000	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.070	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.080	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.090	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.100	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.110	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.120	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.130	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.140	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.150	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.160	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.170	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.180	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.190	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.200	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.210	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.220	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.230	+0.000000	+0.000000	+0.000000	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.240	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.250	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.260	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.270	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.280	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.290	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.300	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.310	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.320	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.330	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.340	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.350	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.360	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.370	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.380	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.390	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.400	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.410	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.420	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.430	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.440	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.450	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.460	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.470	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.480	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.490	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.500	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.510	+0.000000	-0.006275	+0.000000	+1.130998	+0.000000	-0.346021	+0.000000	-0.082781	255	255	0
20.520	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.530	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.540	+0.000000	+0.000000	+0.000000	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.550	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.560	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.570	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.580	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.590	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.600	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.610	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.620	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.630	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.640	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.650	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.660	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.670	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.680	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.690	+0.000000	+0.000000	+0.000000	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.700	+0.000000	+0.000000	+0.000000	+1.152959	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.710	+0.000000	+0.000000	+0.000000	+1.152959	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.720	+0.000000	+0.000000	+0.000000	+1.152959	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.730	+0.000000	+0.000000	+0.000000	+1.152959	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.740	+0.000000	+0.000000	+0.000000	+1.152959	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.750	+0.000000	+0.000000	+0.000000	+1.163940	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.760	+0.000000	+0.000000	+0.000000	+1.163940	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.770	+0.000000	+0.000000	+0.000000	+1.163940	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.780	+0.000000	+0.000000	+0.000000	+1.163940	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.790	+0.000000	+0.000000	+0.000000	+1.174920	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.800	+0.000000	+0.000000	+0.000000	+1.174920	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.810	+0.000000	+0.000000	+0.000000	+1.185901	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.820	+0.000000	+0.000000	+0.000000	+1.185901	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.830	+0.000000	+0.000000	+0.000000	+1.185901	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.840	+0.000000	+0.000000	+0.000000	+1.196882	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.850	+0.000000	+0.000000	+0.000000	+1.196882	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.860	+0.000000	+0.000000	+0.000000	+1.207862	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.870	+0.000000	+0.000000	+0.000000	+1.207862	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.880	+0.000000	+0.000000	+0.000000	+1.218843	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.890	+0.000000	+0.000000	+0.000000	+1.218843	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.900	+0.000000	+0.000000	+0.000000	+1.229823	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.910	+0.000000	+0.000000	+0.000000	+1.240804	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.920	+0.000000	+0.000000	+0.000000	+1.240804	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.930	+0.000000	+0.000000	+0.000000	+1.251784	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.940	+0.000000	+0.000000	+0.000000	+1.262765	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.950	+0.000000	+0.000000	+0.000000	+1.262765	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.960	+0.000000	+0.000000	+0.000000	+1.273745	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.970	+0.000000	+0.000000	+0.000000	+1.284726	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.980	+0.000000	+0.000000	+0.000000	+1.295707	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
20.990	+0.000000	+0.000000	+0.000000	+1.306687	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.000	+0.000000	+0.000000	+0.000000	+1.306687	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.010	+0.000000	+0.000000	+0.000000	+1.317668	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.020	+0.000000	+0.000000	+0.000000	+1.328648	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.030	+0.000000	+0.000000	+0.000000	+1.339629	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.040	+0.000000	+0.000000	+0.000000	+1.350609	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.050	+0.000000	+0.000000	+0.000000	+1.361590	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.060	+0.000000	+0.000000	+0.000000	+1.372571	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.070	+0.000000	+0.000000	+0.000000	+1.383551	+0.000000	+0.000000	+0.000000	+0.000000	255	255	0
21.080	+0.000000	+0.000000	+0.007032	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	255	250	0
21.090	+0.000000	+0.000000	-0.042194	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.100	+0.000000	+0.000000	-0.042194	+1.383551	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.110	+0.000000	+0.000000	-0.044538	+1.383551	+0.000000	+0.000000	+0.000000	+0.000000	179	202	0
21.120	+0.000000	+0.000000	-0.042194	+1.372571	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.130	+0.000000	+0.000000	-0.044538	+1.372571	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.140	+0.000000	+0.000000	-0.044538	+1.361590	+0.000000	+0.000000	+0.000000	+0.000000	179	202	0
21.150	+0.000000	+0.000000	-0.042194	+1.350609	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.160	+0.000000	+0.000000	-0.044538	+1.350609	+0.000000	+0.000000	+0.000000	+0.000000	179	202	0
21.170	+0.000000	+0.000000	-0.046882	+1.339629	+0.000000	+0.000000	+0.000000	+0.000000	179	203	0
21.180	+0.000000	+0.000000	-0.044538	+1.339629	+0.000000	+0.000000	+0.000000	+0.000000	179	202	0
21.190	+0.000000	+0.000000	-0.042194	+1.328648	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.200	+0.000000	+0.000000	-0.044538	+1.328648	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.210	+0.000000	+0.000000	-0.044538	+1.317668	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.220	+0.000000	+0.000000	-0.042194	+1.317668	+0.000000	+0.000000	+0.000000	+0.000000	181	203	0
21.230	+0.000000	+0.000000	-0.039850	+1.306687	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.240	+0.000000	+0.000000	-0.044538	+1.306687	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.250	+0.000000	+0.000000	-0.042194	+1.295707	+0.000000	+0.000000	+0.000000	+0.000000	181	203	0
21.260	+0.000000	+0.000000	-0.042194	+1.284726	+0.000000	+0.000000	+0.000000	+0.000000	179	201	0
21.270	+0.000000	+0.000000	-0.044538	+1.284726	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.280	+0.000000	+0.000000	-0.039850	+1.273745	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
21.290	+0.000000	+0.000000	-0.042194	+1.273745	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.300	+0.000000	+0.000000	-0.044538	+1.262765	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.310	+0.000000	+0.000000	-0.042194	+1.262765	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.320	+0.000000	+0.000000	-0.042194	+1.251784	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.330	+0.000000	+0.000000	-0.039850	+1.251784	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.340	+0.000000	+0.000000	-0.042194	+1.240804	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.350	+0.000000	+0.000000	-0.039850	+1.240804	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.360	+0.000000	+0.000000	-0.039850	+1.229823	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.370	+0.000000	+0.000000	-0.039850	+1.229823	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.380	+0.000000	+0.000000	-0.039850	+1.229823	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.390	+0.000000	+0.000000	-0.039850	+1.218843	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.400	+0.000000	+0.000000	-0.039850	+1.218843	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.410	+0.000000	+0.000000	-0.039850	+1.207862	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.420	+0.000000	+0.000000	-0.037506	+1.207862	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.430	+0.000000	+0.000000	-0.039850	+1.196882	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
21.440	+0.000000	+0.000000	-0.039850	+1.196882	+0.000000	+0.000000	+0.000000	+0.000000	182	203	0
21.450	+0.000000	+0.000000	-0.037506	+1.185901	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.460	+0.000000	+0.000000	-0.039850	+1.185901	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.470	+0.000000	+0.000000	-0.037506	+1.174920	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
21.480	+0.000000	+0.000000	-0.037506	+1.174920	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
21.490	+0.000000	+0.000000	-0.037506	+1.163940	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.500	+0.000000	+0.000000	-0.037506	+1.163940	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.510	+0.000000	+0.000000	-0.039850	+1.152959	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.520	+0.000000	+0.000000	-0.037506	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.530	+0.000000	+0.000000	-0.037506	+1.141979	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.540	+0.000000	+0.000000	-0.039850	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.550	+0.000000	+0.000000	-0.037506	+1.130998	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.560	+0.000000	+0.000000	-0.035162	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	183	201	0
21.570	+0.000000	+0.000000	-0.037506	+1.120018	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.580	+0.000000	+0.000000	-0.035162	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.590	+0.000000	+0.000000	-0.037506	+1.109037	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.600	+0.000000	+0.000000	-0.037506	+1.098056	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
21.610	+0.000000	+0.000000	-0.035162	+1.087076	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
21.620	+0.000000	+0.000000	-0.037506	+1.087076	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.630	+0.000000	+0.000000	-0.035162	+1.076095	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
21.640	+0.000000	+0.000000	-0.037506	+1.076095	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.650	+0.000000	+0.000000	-0.035162	+1.065115	+0.000000	+0.000000	+0.000000	+0.000000	182	200	0
21.660	+0.000000	+0.000000	-0.037506	+1.065115	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.670	+0.000000	+0.000000	-0.037506	+1.054134	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
21.680	+0.000000	+0.000000	-0.037506	+1.043154	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.690	+0.000000	+0.000000	-0.037506	+1.043154	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.700	+0.000000	+0.000000	-0.035162	+1.032173	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.710	+0.000000	+0.000000	-0.035162	+1.032173	+0.000000	+0.000000	+0.000000	+0.000000	183	201	0
21.720	+0.000000	+0.000000	-0.035162	+1.021192	+0.000000	+0.000000	+0.000000	+0.000000	182	200	0
21.730	+0.000000	+0.000000	-0.037506	+1.021192	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
21.740	+0.000000	+0.000000	-0.035162	+1.010212	+0.000000	+0.000000	+0.000000	+0.000000	183	200	0
21.750	+0.000000	+0.000000	-0.037506	+1.010212	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.760	+0.000000	+0.000000	-0.037506	+0.999231	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.770	+0.000000	+0.000000	-0.039850	+0.988251	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.780	+0.000000	+0.000000	-0.039850	+0.988251	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.790	+0.000000	+0.000000	-0.039850	+0.977270	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.800	+0.000000	+0.000000	-0.035162	+0.977270	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.810	+0.000000	+0.000000	-0.042194	+0.966290	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.820	+0.000000	+0.000000	-0.042194	+0.966290	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.830	+0.000000	+0.000000	-0.039850	+0.955309	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.840	+0.000000	+0.000000	-0.039850	+0.955309	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.850	+0.000000	+0.000000	-0.042194	+0.944329	+0.000000	+0.000000	+0.000000	+0.000000	180	202	0
21.860	+0.000000	+0.000000	-0.039850	+0.944329	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.870	+0.000000	+0.000000	-0.037506	+0.933348	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
21.880	+0.000000	+0.000000	-0.037506	+0.933348	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.890	+0.000000	+0.000000	-0.039850	+0.922367	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.900	+0.000000	+0.000000	-0.039850	+0.922367	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.910	+0.000000	+0.000000	-0.039850	+0.911387	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.920	+0.000000	+0.000000	-0.042194	+0.911387	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
21.930	+0.000000	+0.000000	-0.042194	+0.911387	+0.000000	+0.000000	+0.000000	+0.000000	180	203	0
21.940	+0.000000	+0.000000	-0.039850	+0.900406	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.950	+0.000000	+0.000000	-0.039850	+0.900406	+0.000000	+0.000000	+0.000000	+0.000000	180	201	0
21.960	+0.000000	+0.000000	-0.039850	+0.889426	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
21.970	+0.000000	+0.000000	-0.037506	+0.889426	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
21.980	+0.000000	+0.000000	-0.039850	+0.889426	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
21.990	+0.000000	+0.000000	-0.037506	+0.878445	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
22.000	+0.000000	+0.000000	-0.037506	+0.878445	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.010	+0.000000	+0.000000	-0.039850	+0.867465	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
22.020	+0.000000	+0.000000	-0.039850	+0.867465	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
22.030	+0.000000	+0.000000	-0.035162	+0.867465	+0.000000	+0.000000	+0.000000	+0.000000	183	201	0
22.040	+0.000000	+0.000000	-0.037506	+0.856484	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.050	+0.000000	+0.000000	-0.039850	+0.856484	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.060	+0.000000	+0.000000	-0.039850	+0.856484	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
22.070	+0.000000	+0.000000	-0.039850	+0.845503	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.080	+0.000000	+0.000000	-0.037506	+0.845503	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
22.090	+0.000000	+0.000000	-0.035162	+0.834523	+0.000000	+0.000000	+0.000000	+0.000000	183	201	0
22.100	+0.000000	+0.000000	-0.039850	+0.834523	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.110	+0.000000	+0.000000	-0.037506	+0.834523	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
22.120	+0.000000	+0.000000	-0.037506	+0.823542	+0.000000	+0.000000	+0.000000	+0.000000	182	200	0
22.130	+0.000000	+0.000000	-0.037506	+0.823542	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.140	+0.000000	+0.000000	-0.039850	+0.823542	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.150	+0.000000	+0.000000	-0.037506	+0.812562	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.160	+0.000000	+0.000000	-0.037506	+0.812562	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
22.170	+0.000000	+0.000000	-0.035162	+0.801581	+0.000000	+0.000000	+0.000000	+0.000000	182	200	0
22.180	+0.000000	+0.000000	-0.037506	+0.801581	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
22.190	+0.000000	+0.000000	-0.037506	+0.801581	+0.000000	+0.000000	+0.000000	+0.000000	182	202	0
22.200	+0.000000	+0.000000	-0.037506	+0.790601	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
22.210	+0.000000	+0.000000	-0.037506	+0.790601	+0.000000	+0.000000	+0.000000	+0.000000	183	201	0
22.220	+0.000000	+0.000000	-0.037506	+0.779620	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
22.230	+0.000000	+0.000000	-0.035162	+0.779620	+0.000000	+0.000000	+0.000000	+0.000000	183	201	0
22.240	+0.000000	+0.000000	-0.037506	+0.768640	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
22.250	+0.000000	+0.000000	-0.037506	+0.768640	+0.000000	+0.000000	+0.000000	+0.000000	183	202	0
22.260	+0.000000	+0.000000	-0.037506	+0.757659	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
22.270	+0.000000	+0.000000	-0.037506	+0.757659	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
22.280	+0.000000	+0.000000	-0.037506	+0.746678	+0.000000	+0.000000	+0.000000	+0.000000	181	201	0
22.290	+0.000000	+0.000000	-0.039850	+0.746678	+0.000000	+0.000000	+0.000000	+0.000000	181	202	0
22.300	+0.000000	+0.000000	-0.037506	+0.735698	+0.000000	+0.000000	+0.000000	+0.000000	182	201	0
