# Balancin telemetria  2026-05-26 10:08:40
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl_adc12	Sr_adc12	modo_sol
6.920	+0.000000	+0.067347	+0.184011	+1.159438	+1.924203	+1.924203	+11.000000	+11.000000	1702	126	0
6.930	+0.000000	+0.000000	+0.184478	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1726	146	0
6.940	+0.000000	+0.127960	+0.184712	+1.146316	+3.463566	+3.848407	+11.000000	+11.000000	1739	157	0
6.950	+0.000000	+0.161633	+0.179924	+0.852637	+4.233247	+5.002929	+11.000000	+11.000000	1731	190	0
6.960	+0.000000	+0.249184	+0.181676	+0.830098	+6.927132	+7.311973	+11.000000	+11.000000	1732	176	0
6.970	+0.000000	+0.282858	+0.179691	+1.288583	+7.696814	+8.466495	+11.000000	+11.000000	1744	205	0
6.980	+0.000000	+0.309797	+0.173269	+1.152662	+8.851336	+8.851336	+11.000000	+11.000000	1776	292	0
6.990	+0.000000	+0.363674	+0.168132	+1.002335	+10.005857	+10.775538	+11.000000	+11.000000	1777	337	0
7.000	+0.000000	+0.383879	+0.168482	+1.183952	+11.160379	+10.775538	+11.000000	+11.000000	1793	350	0
7.010	+0.000000	+0.410817	+0.164396	+1.191595	+11.545220	+11.930061	+11.000000	+11.000000	1793	385	0
7.020	+0.000000	+0.431022	+0.155872	+1.106617	+12.314901	+12.314901	+11.000000	+11.000000	1794	459	0
7.030	+0.000000	+0.417552	+0.147816	+1.071239	+11.930061	+11.930061	+11.000000	+11.000000	1814	548	0
7.040	+0.000000	+0.444491	+0.137775	+0.933974	+12.699742	+12.699742	+11.000000	+11.000000	1798	618	0
7.050	+0.000000	+0.457960	+0.131820	+0.893815	+13.469423	+12.699742	+11.000000	+11.000000	1808	679	0
7.060	+0.000000	+0.464695	+0.120728	+0.838706	+13.469423	+13.084583	+11.000000	+11.000000	1828	794	0
7.070	+0.000000	+0.478165	+0.114190	+1.017277	+13.854263	+13.469423	+11.000000	+11.000000	1841	863	0
7.080	+0.000000	+0.478165	+0.108819	+0.927697	+14.239105	+13.084583	+11.000000	+11.000000	1874	942	0
7.090	+0.000000	+0.484899	+0.112672	+0.867922	+14.239105	+13.469423	+11.000000	+11.000000	1906	941	0
7.100	+0.000000	+0.498369	+0.116408	+0.666559	+14.623946	+13.854263	+11.000000	+11.000000	1923	926	0
7.110	+0.000000	+0.498369	+0.117809	+0.746737	+14.623946	+13.854263	+11.000000	+11.000000	1937	928	0
7.120	+0.000000	+0.505103	+0.125749	+0.556042	+15.008786	+13.854263	+11.000000	+11.000000	1986	909	0
7.130	+0.000000	+0.511838	+0.111854	+0.654509	+15.008786	+14.239105	+11.000000	+11.000000	1947	989	0
7.140	+0.000000	+0.505103	+0.101229	+0.618981	+14.623946	+14.239105	+11.000000	+11.000000	1907	1040	0
7.150	+0.000000	+0.511838	+0.091772	+0.666417	+15.008786	+14.239105	+11.000000	+11.000000	1856	1070	0
7.160	+0.000000	+0.525308	+0.082898	+0.419949	+15.393627	+14.623946	+11.000000	+11.000000	1814	1104	0
7.170	+0.000000	+0.532042	+0.077411	+0.366403	+15.393627	+15.008786	+11.000000	+11.000000	1815	1152	0
7.180	+0.000000	+0.525308	+0.066669	+0.381281	+15.393627	+14.623946	+11.000000	+11.000000	1734	1163	0
7.190	+0.000000	+0.525308	+0.062115	+0.458282	+15.008786	+15.008786	+11.000000	+11.000000	1698	1166	0
7.200	+0.000000	+0.538777	+0.049389	+0.379490	+15.393627	+15.393627	+11.000000	+11.000000	1633	1210	0
7.210	+0.000000	+0.538777	+0.043317	+0.366905	+15.393627	+15.393627	+11.000000	+11.000000	1634	1263	0
7.220	+0.000000	+0.552246	+0.035845	+0.228845	+15.778467	+15.778467	+11.000000	+11.000000	1648	1341	0
7.230	+0.000000	+0.545512	+0.026738	+0.071456	+15.393627	+15.778467	+7.663489	+7.673961	1619	1390	0
7.240	+0.000000	+0.552246	+0.018681	+0.073812	+15.778467	+15.778467	+10.640339	+10.640339	1655	1495	0
7.250	+0.000000	+0.538777	+0.010508	+0.106427	+15.393627	+15.393627	+11.000000	+11.000000	1676	1586	0
7.260	+0.000000	+0.558981	+0.002919	+0.089877	+15.778467	+16.163309	+11.000000	+11.000000	1739	1714	0
7.270	+0.000000	+0.545512	-0.005021	+0.020752	+15.393627	+15.778467	+2.135579	+2.146051	1818	1861	0
7.280	+0.000000	+0.558981	-0.009691	-0.040809	+15.778467	+16.163309	-6.212615	-6.202142	1938	2021	0
7.290	+0.000000	+0.498369	-0.004554	-0.129058	+14.239105	+14.239105	-11.000000	-11.000000	2090	2129	0
7.300	+0.000000	+0.356940	-0.006422	-0.049506	+10.005857	+10.390698	-5.234563	-5.224091	2149	2204	0
7.310	+0.000000	+0.208776	-0.009691	-0.332598	+5.772610	+6.157451	-11.000000	-11.000000	2224	2307	0
7.320	+0.000000	+0.121225	-0.003853	-0.430536	+3.078725	+3.848407	-11.000000	-11.000000	2294	2327	0
7.330	+0.000000	-0.026939	-0.000701	-0.343828	-0.769681	-0.769681	-11.000000	-11.000000	2345	2351	0
7.340	+0.000000	-0.114490	+0.000117	-0.434379	-3.078725	-3.463566	-11.000000	-11.000000	2366	2365	0
7.350	+0.000000	-0.181837	-0.010742	-0.310276	-5.387769	-5.002929	-11.000000	-11.000000	2294	2386	0
7.360	+0.000000	-0.249184	-0.006188	-0.242308	-7.311973	-6.927132	-11.000000	-11.000000	2342	2395	0
7.370	+0.000000	-0.303062	-0.009341	-0.207568	-8.851336	-8.466495	-11.000000	-11.000000	2304	2384	0
7.380	+0.000000	-0.343470	-0.005604	-0.251762	-10.005857	-9.621017	-11.000000	-11.000000	2311	2359	0
7.390	+0.000000	-0.377144	-0.009924	-0.439550	-11.160379	-10.390698	-11.000000	-11.000000	2256	2341	0
7.400	+0.000000	-0.390613	-0.008523	-0.349597	-11.160379	-11.160379	-11.000000	-11.000000	2238	2311	0
7.410	+0.000000	-0.424287	-0.003036	-0.536459	-12.314901	-11.930061	-11.000000	-11.000000	2231	2257	0
7.420	+0.000000	-0.471430	-0.003736	-0.444459	-13.469423	-13.469423	-11.000000	-11.000000	2194	2226	0
7.430	+0.000000	-0.417552	-0.007239	-0.593230	-11.930061	-11.930061	-11.000000	-11.000000	2156	2218	0
7.440	+0.000000	-0.464695	-0.000234	-0.808082	-13.469423	-13.084583	-11.000000	-11.000000	2180	2182	0
7.450	+0.000000	-0.471430	-0.006655	-1.000062	-13.469423	-13.469423	-11.000000	-11.000000	2129	2186	0
7.460	+0.000000	-0.484899	-0.007473	-1.072011	-13.854263	-13.854263	-11.000000	-11.000000	2096	2160	0
7.470	+0.000000	-0.478165	-0.007706	-1.011804	-13.854263	-13.469423	-11.000000	-11.000000	2096	2162	0
7.480	+0.000000	-0.498369	-0.002218	-0.919386	-14.623946	-13.854263	-11.000000	-11.000000	2111	2130	0
7.490	+0.000000	-0.491634	-0.006889	-0.920494	-14.623946	-13.469423	-11.000000	-11.000000	2074	2133	0
7.500	+0.000000	-0.498369	-0.009224	-0.826897	-15.008786	-13.469423	-11.000000	-11.000000	2064	2143	0
7.510	+0.000000	-0.511838	-0.010625	-0.837705	-15.393627	-13.854263	-11.000000	-11.000000	2007	2098	0
7.520	+0.000000	-0.505103	-0.004203	-0.746207	-15.393627	-13.469423	-11.000000	-11.000000	2044	2080	0
7.530	+0.000000	-0.511838	-0.001868	-0.725795	-15.393627	-13.854263	-11.000000	-11.000000	2017	2033	0
7.540	+0.000000	-0.511838	+0.005838	-0.677852	-15.393627	-13.854263	-11.000000	-11.000000	2047	1997	0
7.550	+0.000000	-0.518573	+0.004087	-0.683537	-15.778467	-13.854263	-11.000000	-11.000000	1977	1942	0
7.560	+0.000000	-0.511838	+0.009924	-0.683971	-15.778467	-13.469423	-11.000000	-11.000000	1978	1893	0
7.570	+0.000000	-0.525308	+0.010391	-0.686830	-15.778467	-14.239105	-11.000000	-11.000000	1904	1815	0
7.580	+0.000000	-0.511838	+0.013194	-0.647728	-15.778467	-13.469423	-11.000000	-11.000000	1887	1774	0
7.590	+0.000000	-0.525308	+0.017047	-0.665440	-15.778467	-14.239105	-11.000000	-11.000000	1858	1712	0
7.600	+0.000000	-0.532042	+0.018681	-0.518321	-16.163309	-14.239105	-11.000000	-11.000000	1776	1616	0
7.610	+0.000000	-0.532042	+0.013894	-0.532371	-16.163309	-14.239105	-11.000000	-11.000000	1708	1589	0
7.620	+0.000000	-0.525308	+0.024519	-0.387732	-15.778467	-14.239105	-11.000000	-11.000000	1711	1501	0
7.630	+0.000000	-0.538777	+0.028255	-0.522875	-16.163309	-14.623946	-11.000000	-11.000000	1646	1404	0
7.640	+0.000000	-0.538777	+0.036429	-0.506984	-16.163309	-14.623946	-11.000000	-11.000000	1624	1312	0
7.650	+0.000000	-0.538777	+0.043434	-0.551743	-15.778467	-15.008786	-11.000000	-11.000000	1607	1235	0
7.660	+0.000000	-0.532042	+0.042850	-0.363085	-15.778467	-14.623946	-11.000000	-11.000000	1572	1205	0
7.670	+0.000000	-0.545512	+0.055694	-0.334755	-16.163309	-15.008786	-11.000000	-11.000000	1599	1122	0
7.680	+0.000000	-0.545512	+0.057795	-0.418989	-16.163309	-15.008786	-11.000000	-11.000000	1566	1071	0
7.690	+0.000000	-0.545512	+0.067019	-0.536806	-16.163309	-15.008786	-11.000000	-11.000000	1535	961	0
7.700	+0.000000	-0.545512	+0.074609	-0.407233	-16.163309	-15.008786	-11.000000	-11.000000	1535	896	0
7.710	+0.000000	-0.552246	+0.086284	-0.367818	-16.163309	-15.393627	-11.000000	-11.000000	1584	845	0
7.720	+0.000000	-0.552246	+0.089320	-0.331865	-16.163309	-15.393627	-11.000000	-11.000000	1571	806	0
7.730	+0.000000	-0.565716	+0.091071	-0.272477	-16.548149	-15.778467	-11.000000	-11.000000	1564	784	0
7.740	+0.000000	-0.558981	+0.092473	-0.406221	-16.163309	-15.778467	-11.000000	-11.000000	1535	743	0
7.750	+0.000000	-0.558981	+0.097493	-0.223061	-16.548149	-15.393627	-11.000000	-11.000000	1587	752	0
7.760	+0.000000	-0.558981	+0.103214	-0.283933	-16.163309	-15.778467	-11.000000	-11.000000	1638	754	0
7.770	+0.000000	-0.558981	+0.108352	-0.283857	-16.548149	-15.393627	-11.000000	-11.000000	1654	726	0
7.780	+0.000000	-0.565716	+0.100529	-0.272241	-16.163309	-16.163309	-11.000000	-11.000000	1649	788	0
7.790	+0.000000	-0.565716	+0.098427	-0.162465	-16.548149	-15.778467	-11.000000	-11.000000	1664	821	0
7.800	+0.000000	-0.572450	+0.092239	+0.186986	-16.548149	-16.163309	+11.000000	+11.000000	1648	858	0
7.810	+0.000000	-0.471430	+0.093640	+0.263228	-13.469423	-13.469423	+11.000000	+11.000000	1664	862	0
7.820	+0.000000	-0.262654	+0.098427	+0.638487	-7.696814	-7.311973	+11.000000	+11.000000	1616	773	0
7.830	+0.000000	-0.074082	+0.105316	+0.383722	-2.309044	-1.924203	+11.000000	+11.000000	1632	730	0
7.840	+0.000000	+0.047143	+0.111387	+0.033571	+1.924203	+0.769681	-1.111807	-1.143223	1648	694	0
7.850	+0.000000	+0.053878	+0.106250	+0.444822	+1.539363	+1.539363	+11.000000	+11.000000	1616	706	0
7.860	+0.000000	+0.101021	+0.105082	+0.381197	+3.078725	+2.693885	+11.000000	+11.000000	1617	717	0
7.870	+0.000000	+0.195307	+0.109636	+0.412138	+5.387769	+5.772610	+11.000000	+11.000000	1613	674	0
7.880	+0.000000	+0.249184	+0.108352	+0.885626	+6.542292	+7.696814	+11.000000	+11.000000	1648	720	0
7.890	+0.000000	+0.296327	+0.105666	+0.887980	+8.081655	+8.851336	+11.000000	+11.000000	1648	743	0
7.900	+0.000000	+0.336736	+0.111621	+0.614865	+9.621017	+9.621017	+11.000000	+11.000000	1659	703	0
7.910	+0.000000	+0.377144	+0.114423	+0.517440	+10.390698	+11.160379	+11.000000	+11.000000	1618	638	0
7.920	+0.000000	+0.397348	+0.123647	+0.722212	+11.160379	+11.545220	+11.000000	+11.000000	1648	589	0
7.930	+0.000000	+0.417552	+0.134856	+0.755103	+11.930061	+11.930061	+11.000000	+11.000000	1649	494	0
7.940	+0.000000	+0.431022	+0.135089	+1.015058	+12.314901	+12.314901	+11.000000	+11.000000	1664	507	0
7.950	+0.000000	+0.451226	+0.140927	+0.860900	+13.469423	+12.314901	+11.000000	+11.000000	1683	476	0
7.960	+0.000000	+0.464695	+0.136724	+0.916083	+13.469423	+13.084583	+11.000000	+11.000000	1667	496	0
7.970	+0.000000	+0.471430	+0.140343	+0.807136	+13.854263	+13.084583	+11.000000	+11.000000	1693	491	0
7.980	+0.000000	+0.484899	+0.135673	+0.915154	+14.239105	+13.469423	+11.000000	+11.000000	1664	502	0
7.990	+0.000000	+0.484899	+0.132287	+0.701014	+14.239105	+13.469423	+11.000000	+11.000000	1658	525	0
8.000	+0.000000	+0.491634	+0.134739	+0.801099	+14.623946	+13.469423	+11.000000	+11.000000	1695	541	0
8.010	+0.000000	+0.505103	+0.135907	+0.641948	+15.008786	+13.854263	+11.000000	+11.000000	1743	579	0
8.020	+0.000000	+0.511838	+0.130536	+0.791148	+15.008786	+14.239105	+11.000000	+11.000000	1731	613	0
8.030	+0.000000	+0.505103	+0.127383	+0.635405	+15.008786	+13.854263	+11.000000	+11.000000	1778	687	0
8.040	+0.000000	+0.511838	+0.121078	+0.874503	+15.393627	+13.854263	+11.000000	+11.000000	1757	720	0
8.050	+0.000000	+0.525308	+0.120611	+0.580593	+15.393627	+14.623946	+11.000000	+11.000000	1774	741	0
8.060	+0.000000	+0.518573	+0.113956	+0.545513	+15.393627	+14.239105	+11.000000	+11.000000	1731	755	0
8.070	+0.000000	+0.511838	+0.112555	+0.448586	+15.393627	+13.854263	+11.000000	+11.000000	1731	767	0
8.080	+0.000000	+0.525308	+0.110570	+0.511784	+15.778467	+14.239105	+11.000000	+11.000000	1765	818	0
8.090	+0.000000	+0.525308	+0.103681	+0.490433	+15.393627	+14.623946	+11.000000	+11.000000	1726	838	0
8.100	+0.000000	+0.532042	+0.096209	+0.517668	+15.778467	+14.623946	+11.000000	+11.000000	1738	914	0
8.110	+0.000000	+0.518573	+0.090488	+0.451786	+15.393627	+14.239105	+11.000000	+11.000000	1751	976	0
8.120	+0.000000	+0.532042	+0.091422	+0.598662	+15.778467	+14.623946	+11.000000	+11.000000	1763	980	0
8.130	+0.000000	+0.532042	+0.093407	+0.520215	+15.778467	+14.623946	+11.000000	+11.000000	1794	994	0
8.140	+0.000000	+0.538777	+0.093757	+0.498877	+15.778467	+15.008786	+11.000000	+11.000000	1776	973	0
8.150	+0.000000	+0.532042	+0.090137	+0.440503	+15.778467	+14.623946	+11.000000	+11.000000	1786	1014	0
8.160	+0.000000	+0.532042	+0.089904	+0.343562	+15.778467	+14.623946	+11.000000	+11.000000	1829	1059	0
8.170	+0.000000	+0.545512	+0.079863	+0.333715	+16.163309	+15.008786	+11.000000	+11.000000	1813	1129	0
8.180	+0.000000	+0.538777	+0.062699	+0.377396	+15.778467	+15.008786	+11.000000	+11.000000	1776	1239	0
8.190	+0.000000	+0.552246	+0.054293	+0.332822	+16.163309	+15.393627	+11.000000	+11.000000	1776	1311	0
8.200	+0.000000	+0.552246	+0.038880	+0.304454	+16.548149	+15.008786	+11.000000	+11.000000	1731	1398	0
8.210	+0.000000	+0.552246	+0.033626	+0.282423	+16.163309	+15.393627	+11.000000	+11.000000	1722	1434	0
8.220	+0.000000	+0.565716	+0.024986	+0.058316	+16.548149	+15.778467	+4.780797	+4.759853	1686	1472	0
8.230	+0.000000	+0.552246	+0.020549	+0.055005	+16.163309	+15.393627	+7.965387	+7.944443	1694	1518	0
8.240	+0.000000	+0.558981	+0.013310	+0.050145	+16.163309	+15.778467	+7.270001	+7.259529	1687	1573	0
8.250	+0.000000	+0.545512	+0.006655	+0.032950	+16.163309	+15.008786	+4.696404	+4.664988	1705	1648	0
8.260	+0.000000	+0.545512	+0.004787	+0.003093	+15.778467	+15.393627	+0.361788	+0.351316	1776	1735	0
8.270	+0.000000	+0.532042	-0.003269	-0.189914	+15.393627	+15.008786	-11.000000	-11.000000	1793	1821	0
8.280	+0.000000	+0.451226	-0.004320	-0.199606	+13.084583	+12.699742	-11.000000	-11.000000	1852	1889	0
8.290	+0.000000	+0.228980	-0.004320	+0.051567	+6.542292	+6.542292	+11.000000	+11.000000	1917	1954	0
8.300	+0.000000	+0.161633	-0.008523	+0.009061	+4.618088	+4.618088	+0.671356	+0.671356	1885	1958	0
8.310	+0.000000	+0.242450	-0.005721	-0.224331	+6.927132	+6.927132	-11.000000	-11.000000	1904	1953	0
8.320	+0.000000	+0.141429	-0.007239	-0.161465	+4.233247	+3.848407	-11.000000	-11.000000	1934	1996	0
8.330	+0.000000	-0.033674	-0.007589	+0.039978	-0.769681	-1.154522	+8.819741	+8.809269	1933	1998	0
8.340	+0.000000	-0.040408	-0.005488	-0.605313	-0.769681	-1.539363	-11.000000	-11.000000	1927	1974	0
8.350	+0.000000	-0.013469	-0.008056	-0.291869	-0.384841	-0.384841	-11.000000	-11.000000	1927	1996	0
8.360	+0.000000	-0.148164	-0.004904	-0.334514	-4.618088	-3.848407	-11.000000	-11.000000	1901	1943	0
8.370	+0.000000	-0.208776	-0.003736	+0.063103	-6.542292	-5.387769	+11.000000	+11.000000	1878	1910	0
8.380	+0.000000	-0.161633	-0.005137	+0.034800	-5.002929	-4.233247	+4.191572	+4.212515	1814	1858	0
8.390	+0.000000	-0.047143	-0.003620	-0.200699	-1.154522	-1.539363	-11.000000	-11.000000	1777	1808	0
8.400	+0.000000	-0.107755	-0.000701	-0.030835	-3.078725	-3.078725	-1.524043	-1.524043	1754	1760	0
8.410	+0.000000	-0.168368	-0.001168	+0.043280	-4.618088	-5.002929	+7.064492	+7.054020	1767	1777	0
8.420	+0.000000	-0.134694	+0.002102	+0.289259	-3.848407	-3.848407	+11.000000	+11.000000	1773	1755	0
8.430	+0.000000	+0.006735	-0.002452	+0.206630	+0.384841	+0.000000	+11.000000	+11.000000	1757	1778	0
8.440	+0.000000	+0.154898	-0.001635	-0.154946	+4.233247	+4.618088	-11.000000	-11.000000	1767	1781	0
8.450	+0.000000	+0.107755	-0.003736	+0.421774	+2.693885	+3.463566	+11.000000	+11.000000	1799	1831	0
8.460	+0.000000	+0.060612	-0.000350	+0.732293	+1.539363	+1.924203	+11.000000	+11.000000	1831	1834	0
8.470	+0.000000	+0.188572	-0.007122	+0.279626	+5.387769	+5.387769	+11.000000	+11.000000	1845	1906	0
8.480	+0.000000	+0.282858	-0.004203	-0.008254	+8.081655	+8.081655	-5.678314	-5.678314	1919	1955	0
8.490	+0.000000	+0.276123	-0.003503	-0.253596	+8.081655	+7.696814	-11.000000	-11.000000	1984	2014	0
8.500	+0.000000	+0.134694	-0.003853	+0.035527	+3.848407	+3.848407	+9.782082	+9.782082	2099	2132	0
8.510	+0.000000	+0.080817	-0.006889	-0.239535	+2.309044	+2.309044	-11.000000	-11.000000	2176	2235	0
8.520	+0.000000	+0.094286	-0.011559	+0.045441	+2.309044	+3.078725	+11.000000	+11.000000	2205	2304	0
8.530	+0.000000	+0.053878	-0.007356	+0.055327	+1.539363	+1.539363	+7.830075	+7.830075	2261	2324	0
8.540	+0.000000	+0.154898	-0.005838	-0.127411	+4.618088	+4.233247	-11.000000	-11.000000	2305	2355	0
8.550	+0.000000	+0.094286	-0.007706	-0.560136	+2.693885	+2.693885	-11.000000	-11.000000	2350	2416	0
8.560	+0.000000	-0.080817	-0.009457	-0.537127	-2.309044	-2.309044	-11.000000	-11.000000	2409	2490	0
8.570	+0.000000	-0.175103	-0.005955	-0.421902	-4.618088	-5.387769	-11.000000	-11.000000	2454	2505	0
8.580	+0.000000	-0.208776	-0.011442	-0.712979	-5.772610	-6.157451	-11.000000	-11.000000	2461	2559	0
8.590	+0.000000	-0.242450	-0.009808	-0.822999	-6.542292	-7.311973	-11.000000	-11.000000	2463	2547	0
8.600	+0.000000	-0.309797	-0.007706	-1.058055	-8.851336	-8.851336	-11.000000	-11.000000	2480	2546	0
8.610	+0.000000	-0.350205	-0.010041	-0.487448	-10.005857	-10.005857	-11.000000	-11.000000	2449	2535	0
8.620	+0.000000	-0.383879	-0.008757	-0.797305	-10.775538	-11.160379	-11.000000	-11.000000	2475	2550	0
8.630	+0.000000	-0.404083	-0.007706	-0.949408	-11.545220	-11.545220	-11.000000	-11.000000	2451	2517	0
8.640	+0.000000	-0.424287	-0.010275	-0.799418	-11.930061	-12.314901	-11.000000	-11.000000	2446	2534	0
8.650	+0.000000	-0.437756	-0.005371	-0.984025	-12.699742	-12.314901	-11.000000	-11.000000	2474	2520	0
8.660	+0.000000	-0.457960	-0.009224	-1.058829	-13.469423	-12.699742	-11.000000	-11.000000	2459	2538	0
8.670	+0.000000	-0.457960	-0.006422	-1.009917	-13.469423	-12.699742	-11.000000	-11.000000	2441	2496	0
8.680	+0.000000	-0.471430	-0.008990	-0.943933	-14.239105	-12.699742	-11.000000	-11.000000	2416	2493	0
8.690	+0.000000	-0.471430	-0.010625	-1.049496	-14.239105	-12.699742	-11.000000	-11.000000	2393	2484	0
8.700	+0.000000	-0.478165	-0.007122	-1.123353	-14.623946	-12.699742	-11.000000	-11.000000	2414	2475	0
8.710	+0.000000	-0.478165	-0.005721	-1.200865	-15.008786	-12.314901	-11.000000	-11.000000	2381	2430	0
8.720	+0.000000	-0.484899	+0.000117	-1.125436	-15.008786	-12.699742	-11.000000	-11.000000	2390	2389	0
8.730	+0.000000	-0.484899	-0.007239	-1.127383	-15.008786	-12.699742	-11.000000	-11.000000	2336	2398	0
8.740	+0.000000	-0.491634	-0.003853	-1.004526	-15.393627	-12.699742	-11.000000	-11.000000	2303	2336	0
8.750	+0.000000	-0.491634	-0.000934	-0.926687	-15.393627	-12.699742	-11.000000	-11.000000	2278	2286	0
8.760	+0.000000	-0.498369	+0.005955	-1.080791	-15.778467	-12.699742	-11.000000	-11.000000	2243	2192	0
8.770	+0.000000	-0.498369	+0.003970	-0.784349	-15.778467	-12.699742	-11.000000	-11.000000	2179	2145	0
8.780	+0.000000	-0.491634	+0.002335	-0.849026	-15.393627	-12.699742	-11.000000	-11.000000	2132	2112	0
8.790	+0.000000	-0.511838	+0.005955	-0.435713	-16.163309	-13.084583	-11.000000	-11.000000	2082	2031	0
8.800	+0.000000	-0.511838	+0.003036	-0.641974	-15.778467	-13.469423	-11.000000	-11.000000	1957	1931	0
8.810	+0.000000	-0.511838	+0.004087	-0.476701	-16.163309	-13.084583	-11.000000	-11.000000	1894	1859	0
8.820	+0.000000	-0.525308	+0.009341	-0.550432	-16.163309	-13.854263	-11.000000	-11.000000	1850	1770	0
8.830	+0.000000	-0.518573	+0.012260	-0.295975	-15.778467	-13.854263	-11.000000	-11.000000	1784	1679	0
8.840	+0.000000	-0.525308	+0.019032	-0.465037	-16.163309	-13.854263	-11.000000	-11.000000	1736	1573	0
8.850	+0.000000	-0.532042	+0.022885	-0.349998	-16.163309	-14.239105	-11.000000	-11.000000	1658	1462	0
8.860	+0.000000	-0.538777	+0.034677	-0.423614	-16.163309	-14.623946	-11.000000	-11.000000	1632	1335	0
8.870	+0.000000	-0.532042	+0.043084	-0.329652	-15.778467	-14.623946	-11.000000	-11.000000	1614	1245	0
8.880	+0.000000	-0.545512	+0.050206	-0.305289	-16.163309	-15.008786	-11.000000	-11.000000	1596	1166	0
8.890	+0.000000	-0.545512	+0.059196	-0.261744	-16.163309	-15.008786	-11.000000	-11.000000	1575	1068	0
8.900	+0.000000	-0.545512	+0.072507	-0.296190	-15.778467	-15.393627	-11.000000	-11.000000	1628	1007	0
8.910	+0.000000	-0.552246	+0.075076	-0.271020	-16.163309	-15.393627	-11.000000	-11.000000	1581	938	0
8.920	+0.000000	-0.538777	+0.096559	-0.157247	-15.778467	-15.008786	-11.000000	-11.000000	1589	762	0
8.930	+0.000000	-0.558981	+0.105316	-0.312716	-16.163309	-15.778467	-11.000000	-11.000000	1605	703	0
8.940	+0.000000	-0.565716	+0.110687	-0.470639	-16.163309	-16.163309	-11.000000	-11.000000	1632	684	0
8.950	+0.000000	-0.558981	+0.114540	-0.293213	-16.163309	-15.778467	-11.000000	-11.000000	1643	662	0
8.960	+0.000000	-0.572450	+0.116992	-0.208381	-16.548149	-16.163309	-11.000000	-11.000000	1665	663	0
8.970	+0.000000	-0.558981	+0.115007	-0.072894	-16.163309	-15.778467	-8.244750	-8.234278	1656	671	0
8.980	+0.000000	-0.565716	+0.119444	+0.331889	-16.163309	-16.163309	+11.000000	+11.000000	1679	656	0
8.990	+0.000000	-0.471430	+0.129952	+0.358678	-13.469423	-13.469423	+11.000000	+11.000000	1681	568	0
9.000	+0.000000	-0.262654	+0.129952	+0.276198	-7.696814	-7.311973	+11.000000	+11.000000	1648	535	0
9.010	+0.000000	-0.067347	+0.127617	-0.057998	-1.924203	-1.924203	-11.000000	-11.000000	1627	534	0
9.020	+0.000000	-0.053878	+0.127383	-0.466533	-1.539363	-1.539363	-11.000000	-11.000000	1634	543	0
9.030	+0.000000	-0.202041	+0.130886	-0.176660	-5.772610	-5.772610	-11.000000	-11.000000	1649	528	0
9.040	+0.000000	-0.262654	+0.128551	-0.298063	-7.696814	-7.311973	-11.000000	-11.000000	1612	511	0
9.050	+0.000000	-0.309797	+0.125282	-0.016055	-8.851336	-8.851336	+2.210284	+2.210284	1624	551	0
9.060	+0.000000	-0.316531	+0.127033	+0.384226	-8.851336	-9.236176	+11.000000	+11.000000	1606	518	0
